txn_id,wh_id,material_id,inv_txn_type_cd,txn_dt_key,txn_qty,ref_doc_no,txn_uom_cd,operator_nm,reason_cd
88028,WH_S_FG,MAT_FG_1006,ISS,20241003,-15,ISS088028,EA,SYSTEM,NORMAL
88029,WH_S_FG,MAT_RM_2001,RCV,20241003,26,RCV088029,EA,SYSTEM,NORMAL
88030,WH_S_FG,MAT_RM_2001,ISS,20241003,-16,ISS088030,EA,SYSTEM,NORMAL
88031,WH_S_FG,MAT_RM_2002,RCV,20241003,27,RCV088031,EA,SYSTEM,NORMAL
88032,WH_S_FG,MAT_RM_2002,ISS,20241003,-10,ISS088032,EA,SYSTEM,NORMAL
88033,WH_S_FG,MAT_RM_2003,RCV,20241003,28,RCV088033,EA,SYSTEM,NORMAL
88034,WH_S_FG,MAT_RM_2003,ISS,20241003,-11,ISS088034,EA,SYSTEM,NORMAL
88035,WH_S_FG,MAT_RM_2004,RCV,20241003,20,RCV088035,EA,SYSTEM,NORMAL
88036,WH_S_FG,MAT_RM_2004,ISS,20241003,-12,ISS088036,EA,SYSTEM,NORMAL
88037,WH_S_FG,MAT_RM_2005,RCV,20241003,21,RCV088037,EA,SYSTEM,NORMAL
88038,WH_S_FG,MAT_RM_2005,ISS,20241003,-13,ISS088038,EA,SYSTEM,NORMAL
88039,WH_S_FG,MAT_RM_2006,RCV,20241003,22,RCV088039,EA,SYSTEM,NORMAL
88040,WH_S_FG,MAT_RM_2006,ISS,20241003,-14,ISS088040,EA,SYSTEM,NORMAL
88041,WH_S_FG,MAT_RM_2007,RCV,20241003,23,RCV088041,EA,SYSTEM,NORMAL
88042,WH_S_FG,MAT_RM_2007,ISS,20241003,-15,ISS088042,EA,SYSTEM,NORMAL
88043,WH_S_FG,MAT_RM_2008,RCV,20241003,24,RCV088043,EA,SYSTEM,NORMAL
88044,WH_S_FG,MAT_RM_2008,ISS,20241003,-16,ISS088044,EA,SYSTEM,NORMAL
88045,WH_S_FG,MAT_RM_2009,RCV,20241003,25,RCV088045,EA,SYSTEM,NORMAL
88046,WH_S_FG,MAT_RM_2009,ISS,20241003,-10,ISS088046,EA,SYSTEM,NORMAL
88047,WH_S_FG,MAT_RM_2010,RCV,20241003,26,RCV088047,EA,SYSTEM,NORMAL
88048,WH_S_FG,MAT_RM_2010,ISS,20241003,-11,ISS088048,EA,SYSTEM,NORMAL
88049,WH_E_RM,MAT_FG_1001,RCV,20241005,20,RCV088049,EA,SYSTEM,NORMAL
88050,WH_E_RM,MAT_FG_1001,ISS,20241005,-10,ISS088050,EA,SYSTEM,NORMAL
88051,WH_E_RM,MAT_FG_1002,RCV,20241005,21,RCV088051,EA,SYSTEM,NORMAL
88052,WH_E_RM,MAT_FG_1002,ISS,20241005,-11,ISS088052,EA,SYSTEM,NORMAL
88053,WH_E_RM,MAT_FG_1003,RCV,20241005,22,RCV088053,EA,SYSTEM,NORMAL
88054,WH_E_RM,MAT_FG_1003,ISS,20241005,-12,ISS088054,EA,SYSTEM,NORMAL
88055,WH_E_RM,MAT_FG_1004,RCV,20241005,23,RCV088055,EA,SYSTEM,NORMAL
88056,WH_E_RM,MAT_FG_1004,ISS,20241005,-13,ISS088056,EA,SYSTEM,NORMAL
88057,WH_E_RM,MAT_FG_1005,RCV,20241005,24,RCV088057,EA,SYSTEM,NORMAL
88058,WH_E_RM,MAT_FG_1005,ISS,20241005,-14,ISS088058,EA,SYSTEM,NORMAL
88059,WH_E_RM,MAT_FG_1006,RCV,20241005,25,RCV088059,EA,SYSTEM,NORMAL
88060,WH_E_RM,MAT_FG_1006,ISS,20241005,-15,ISS088060,EA,SYSTEM,NORMAL
88061,WH_E_RM,MAT_RM_2001,RCV,20241005,26,RCV088061,EA,SYSTEM,NORMAL
88062,WH_E_RM,MAT_RM_2001,ISS,20241005,-16,ISS088062,EA,SYSTEM,NORMAL
88063,WH_E_RM,MAT_RM_2002,RCV,20241005,27,RCV088063,EA,SYSTEM,NORMAL
88064,WH_E_RM,MAT_RM_2002,ISS,20241005,-10,ISS088064,EA,SYSTEM,NORMAL
88065,WH_E_RM,MAT_RM_2003,RCV,20241005,28,RCV088065,EA,SYSTEM,NORMAL
88066,WH_E_RM,MAT_RM_2003,ISS,20241005,-11,ISS088066,EA,SYSTEM,NORMAL
88067,WH_E_RM,MAT_RM_2004,RCV,20241005,20,RCV088067,EA,SYSTEM,NORMAL
88068,WH_E_RM,MAT_RM_2004,ISS,20241005,-12,ISS088068,EA,SYSTEM,NORMAL
88069,WH_E_RM,MAT_RM_2005,RCV,20241005,21,RCV088069,EA,SYSTEM,NORMAL
88070,WH_E_RM,MAT_RM_2005,ISS,20241005,-13,ISS088070,EA,SYSTEM,NORMAL
88071,WH_E_RM,MAT_RM_2006,RCV,20241005,22,RCV088071,EA,SYSTEM,NORMAL
88072,WH_E_RM,MAT_RM_2006,ISS,20241005,-14,ISS088072,EA,SYSTEM,NORMAL
88073,WH_E_RM,MAT_RM_2007,RCV,20241005,23,RCV088073,EA,SYSTEM,NORMAL
88074,WH_E_RM,MAT_RM_2007,ISS,20241005,-15,ISS088074,EA,SYSTEM,NORMAL
88075,WH_E_RM,MAT_RM_2008,RCV,20241005,24,RCV088075,EA,SYSTEM,NORMAL
88076,WH_E_RM,MAT_RM_2008,ISS,20241005,-16,ISS088076,EA,SYSTEM,NORMAL
88077,WH_E_RM,MAT_RM_2009,RCV,20241005,25,RCV088077,EA,SYSTEM,NORMAL
88078,WH_E_RM,MAT_RM_2009,ISS,20241005,-10,ISS088078,EA,SYSTEM,NORMAL
88079,WH_E_RM,MAT_RM_2010,RCV,20241005,26,RCV088079,EA,SYSTEM,NORMAL
88080,WH_E_RM,MAT_RM_2010,ISS,20241005,-11,ISS088080,EA,SYSTEM,NORMAL
88081,WH_E_FG,MAT_FG_1001,RCV,20241005,20,RCV088081,EA,SYSTEM,NORMAL
88082,WH_E_FG,MAT_FG_1001,ISS,20241005,-10,ISS088082,EA,SYSTEM,NORMAL
88083,WH_E_FG,MAT_FG_1002,RCV,20241005,21,RCV088083,EA,SYSTEM,NORMAL
88084,WH_E_FG,MAT_FG_1002,ISS,20241005,-11,ISS088084,EA,SYSTEM,NORMAL
88085,WH_E_FG,MAT_FG_1003,RCV,20241005,22,RCV088085,EA,SYSTEM,NORMAL
88086,WH_E_FG,MAT_FG_1003,ISS,20241005,-12,ISS088086,EA,SYSTEM,NORMAL
88087,WH_E_FG,MAT_FG_1004,RCV,20241005,23,RCV088087,EA,SYSTEM,NORMAL
88088,WH_E_FG,MAT_FG_1004,ISS,20241005,-13,ISS088088,EA,SYSTEM,NORMAL
88089,WH_E_FG,MAT_FG_1005,RCV,20241005,24,RCV088089,EA,SYSTEM,NORMAL
88090,WH_E_FG,MAT_FG_1005,ISS,20241005,-14,ISS088090,EA,SYSTEM,NORMAL
88091,WH_E_FG,MAT_FG_1006,RCV,20241005,25,RCV088091,EA,SYSTEM,NORMAL
88092,WH_E_FG,MAT_FG_1006,ISS,20241005,-15,ISS088092,EA,SYSTEM,NORMAL
88093,WH_E_FG,MAT_RM_2001,RCV,20241005,26,RCV088093,EA,SYSTEM,NORMAL
88094,WH_E_FG,MAT_RM_2001,ISS,20241005,-16,ISS088094,EA,SYSTEM,NORMAL
88095,WH_E_FG,MAT_RM_2002,RCV,20241005,27,RCV088095,EA,SYSTEM,NORMAL
88096,WH_E_FG,MAT_RM_2002,ISS,20241005,-10,ISS088096,EA,SYSTEM,NORMAL
88097,WH_E_FG,MAT_RM_2003,RCV,20241005,28,RCV088097,EA,SYSTEM,NORMAL
88098,WH_E_FG,MAT_RM_2003,ISS,20241005,-11,ISS088098,EA,SYSTEM,NORMAL
88099,WH_E_FG,MAT_RM_2004,RCV,20241005,20,RCV088099,EA,SYSTEM,NORMAL
88100,WH_E_FG,MAT_RM_2004,ISS,20241005,-12,ISS088100,EA,SYSTEM,NORMAL
88101,WH_E_FG,MAT_RM_2005,RCV,20241005,21,RCV088101,EA,SYSTEM,NORMAL
88102,WH_E_FG,MAT_RM_2005,ISS,20241005,-13,ISS088102,EA,SYSTEM,NORMAL
88103,WH_E_FG,MAT_RM_2006,RCV,20241005,22,RCV088103,EA,SYSTEM,NORMAL
88104,WH_E_FG,MAT_RM_2006,ISS,20241005,-14,ISS088104,EA,SYSTEM,NORMAL
88105,WH_E_FG,MAT_RM_2007,RCV,20241005,23,RCV088105,EA,SYSTEM,NORMAL
88106,WH_E_FG,MAT_RM_2007,ISS,20241005,-15,ISS088106,EA,SYSTEM,NORMAL
88107,WH_E_FG,MAT_RM_2008,RCV,20241005,24,RCV088107,EA,SYSTEM,NORMAL
88108,WH_E_FG,MAT_RM_2008,ISS,20241005,-16,ISS088108,EA,SYSTEM,NORMAL
88109,WH_E_FG,MAT_RM_2009,RCV,20241005,25,RCV088109,EA,SYSTEM,NORMAL
88110,WH_E_FG,MAT_RM_2009,ISS,20241005,-10,ISS088110,EA,SYSTEM,NORMAL
88111,WH_E_FG,MAT_RM_2010,RCV,20241005,26,RCV088111,EA,SYSTEM,NORMAL
88112,WH_E_FG,MAT_RM_2010,ISS,20241005,-11,ISS088112,EA,SYSTEM,NORMAL
88113,WH_S_RM,MAT_FG_1001,RCV,20241005,20,RCV088113,EA,SYSTEM,NORMAL
88114,WH_S_RM,MAT_FG_1001,ISS,20241005,-10,ISS088114,EA,SYSTEM,NORMAL
88115,WH_S_RM,MAT_FG_1002,RCV,20241005,21,RCV088115,EA,SYSTEM,NORMAL
88116,WH_S_RM,MAT_FG_1002,ISS,20241005,-11,ISS088116,EA,SYSTEM,NORMAL
88117,WH_S_RM,MAT_FG_1003,RCV,20241005,22,RCV088117,EA,SYSTEM,NORMAL
88118,WH_S_RM,MAT_FG_1003,ISS,20241005,-12,ISS088118,EA,SYSTEM,NORMAL
88119,WH_S_RM,MAT_FG_1004,RCV,20241005,23,RCV088119,EA,SYSTEM,NORMAL
88120,WH_S_RM,MAT_FG_1004,ISS,20241005,-13,ISS088120,EA,SYSTEM,NORMAL
88121,WH_S_RM,MAT_FG_1005,RCV,20241005,24,RCV088121,EA,SYSTEM,NORMAL
88122,WH_S_RM,MAT_FG_1005,ISS,20241005,-14,ISS088122,EA,SYSTEM,NORMAL
88123,WH_S_RM,MAT_FG_1006,RCV,20241005,25,RCV088123,EA,SYSTEM,NORMAL
88124,WH_S_RM,MAT_FG_1006,ISS,20241005,-15,ISS088124,EA,SYSTEM,NORMAL
88125,WH_S_RM,MAT_RM_2001,RCV,20241005,26,RCV088125,EA,SYSTEM,NORMAL
88126,WH_S_RM,MAT_RM_2001,ISS,20241005,-16,ISS088126,EA,SYSTEM,NORMAL
88127,WH_S_RM,MAT_RM_2002,RCV,20241005,27,RCV088127,EA,SYSTEM,NORMAL
88128,WH_S_RM,MAT_RM_2002,ISS,20241005,-10,ISS088128,EA,SYSTEM,NORMAL
88129,WH_S_RM,MAT_RM_2003,RCV,20241005,28,RCV088129,EA,SYSTEM,NORMAL
88130,WH_S_RM,MAT_RM_2003,ISS,20241005,-11,ISS088130,EA,SYSTEM,NORMAL
88131,WH_S_RM,MAT_RM_2004,RCV,20241005,20,RCV088131,EA,SYSTEM,NORMAL
88132,WH_S_RM,MAT_RM_2004,ISS,20241005,-12,ISS088132,EA,SYSTEM,NORMAL
88133,WH_S_RM,MAT_RM_2005,RCV,20241005,21,RCV088133,EA,SYSTEM,NORMAL
88134,WH_S_RM,MAT_RM_2005,ISS,20241005,-13,ISS088134,EA,SYSTEM,NORMAL
88135,WH_S_RM,MAT_RM_2006,RCV,20241005,22,RCV088135,EA,SYSTEM,NORMAL
88136,WH_S_RM,MAT_RM_2006,ISS,20241005,-14,ISS088136,EA,SYSTEM,NORMAL
88137,WH_S_RM,MAT_RM_2007,RCV,20241005,23,RCV088137,EA,SYSTEM,NORMAL
88138,WH_S_RM,MAT_RM_2007,ISS,20241005,-15,ISS088138,EA,SYSTEM,NORMAL
88139,WH_S_RM,MAT_RM_2008,RCV,20241005,24,RCV088139,EA,SYSTEM,NORMAL
88140,WH_S_RM,MAT_RM_2008,ISS,20241005,-16,ISS088140,EA,SYSTEM,NORMAL
88141,WH_S_RM,MAT_RM_2009,RCV,20241005,25,RCV088141,EA,SYSTEM,NORMAL
88142,WH_S_RM,MAT_RM_2009,ISS,20241005,-10,ISS088142,EA,SYSTEM,NORMAL
88143,WH_S_RM,MAT_RM_2010,RCV,20241005,26,RCV088143,EA,SYSTEM,NORMAL
88144,WH_S_RM,MAT_RM_2010,ISS,20241005,-11,ISS088144,EA,SYSTEM,NORMAL
88145,WH_S_FG,MAT_FG_1001,RCV,20241005,20,RCV088145,EA,SYSTEM,NORMAL
88146,WH_S_FG,MAT_FG_1001,ISS,20241005,-10,ISS088146,EA,SYSTEM,NORMAL
88147,WH_S_FG,MAT_FG_1002,RCV,20241005,21,RCV088147,EA,SYSTEM,NORMAL
88148,WH_S_FG,MAT_FG_1002,ISS,20241005,-11,ISS088148,EA,SYSTEM,NORMAL
88149,WH_S_FG,MAT_FG_1003,RCV,20241005,22,RCV088149,EA,SYSTEM,NORMAL
88150,WH_S_FG,MAT_FG_1003,ISS,20241005,-12,ISS088150,EA,SYSTEM,NORMAL
88151,WH_S_FG,MAT_FG_1004,RCV,20241005,23,RCV088151,EA,SYSTEM,NORMAL
88152,WH_S_FG,MAT_FG_1004,ISS,20241005,-13,ISS088152,EA,SYSTEM,NORMAL
88153,WH_S_FG,MAT_FG_1005,RCV,20241005,24,RCV088153,EA,SYSTEM,NORMAL
88154,WH_S_FG,MAT_FG_1005,ISS,20241005,-14,ISS088154,EA,SYSTEM,NORMAL
88155,WH_S_FG,MAT_FG_1006,RCV,20241005,25,RCV088155,EA,SYSTEM,NORMAL
88156,WH_S_FG,MAT_FG_1006,ISS,20241005,-15,ISS088156,EA,SYSTEM,NORMAL
88157,WH_S_FG,MAT_RM_2001,RCV,20241005,26,RCV088157,EA,SYSTEM,NORMAL
88158,WH_S_FG,MAT_RM_2001,ISS,20241005,-16,ISS088158,EA,SYSTEM,NORMAL
88159,WH_S_FG,MAT_RM_2002,RCV,20241005,27,RCV088159,EA,SYSTEM,NORMAL
88160,WH_S_FG,MAT_RM_2002,ISS,20241005,-10,ISS088160,EA,SYSTEM,NORMAL
88161,WH_S_FG,MAT_RM_2003,RCV,20241005,28,RCV088161,EA,SYSTEM,NORMAL
88162,WH_S_FG,MAT_RM_2003,ISS,20241005,-11,ISS088162,EA,SYSTEM,NORMAL
88163,WH_S_FG,MAT_RM_2004,RCV,20241005,20,RCV088163,EA,SYSTEM,NORMAL
88164,WH_S_FG,MAT_RM_2004,ISS,20241005,-12,ISS088164,EA,SYSTEM,NORMAL
88165,WH_S_FG,MAT_RM_2005,RCV,20241005,21,RCV088165,EA,SYSTEM,NORMAL
88166,WH_S_FG,MAT_RM_2005,ISS,20241005,-13,ISS088166,EA,SYSTEM,NORMAL
88167,WH_S_FG,MAT_RM_2006,RCV,20241005,22,RCV088167,EA,SYSTEM,NORMAL
88168,WH_S_FG,MAT_RM_2006,ISS,20241005,-14,ISS088168,EA,SYSTEM,NORMAL
88169,WH_S_FG,MAT_RM_2007,RCV,20241005,23,RCV088169,EA,SYSTEM,NORMAL
88170,WH_S_FG,MAT_RM_2007,ISS,20241005,-15,ISS088170,EA,SYSTEM,NORMAL
88171,WH_S_FG,MAT_RM_2008,RCV,20241005,24,RCV088171,EA,SYSTEM,NORMAL
88172,WH_S_FG,MAT_RM_2008,ISS,20241005,-16,ISS088172,EA,SYSTEM,NORMAL
88173,WH_S_FG,MAT_RM_2009,RCV,20241005,25,RCV088173,EA,SYSTEM,NORMAL
88174,WH_S_FG,MAT_RM_2009,ISS,20241005,-10,ISS088174,EA,SYSTEM,NORMAL
88175,WH_S_FG,MAT_RM_2010,RCV,20241005,26,RCV088175,EA,SYSTEM,NORMAL
88176,WH_S_FG,MAT_RM_2010,ISS,20241005,-11,ISS088176,EA,SYSTEM,NORMAL
88177,WH_E_RM,MAT_FG_1001,RCV,20241007,20,RCV088177,EA,SYSTEM,NORMAL
88178,WH_E_RM,MAT_FG_1001,ISS,20241007,-10,ISS088178,EA,SYSTEM,NORMAL
88179,WH_E_RM,MAT_FG_1002,RCV,20241007,21,RCV088179,EA,SYSTEM,NORMAL
88180,WH_E_RM,MAT_FG_1002,ISS,20241007,-11,ISS088180,EA,SYSTEM,NORMAL
88181,WH_E_RM,MAT_FG_1003,RCV,20241007,22,RCV088181,EA,SYSTEM,NORMAL
88182,WH_E_RM,MAT_FG_1003,ISS,20241007,-12,ISS088182,EA,SYSTEM,NORMAL
88183,WH_E_RM,MAT_FG_1004,RCV,20241007,23,RCV088183,EA,SYSTEM,NORMAL
88184,WH_E_RM,MAT_FG_1004,ISS,20241007,-13,ISS088184,EA,SYSTEM,NORMAL
88185,WH_E_RM,MAT_FG_1005,RCV,20241007,24,RCV088185,EA,SYSTEM,NORMAL
88186,WH_E_RM,MAT_FG_1005,ISS,20241007,-14,ISS088186,EA,SYSTEM,NORMAL
88187,WH_E_RM,MAT_FG_1006,RCV,20241007,25,RCV088187,EA,SYSTEM,NORMAL
88188,WH_E_RM,MAT_FG_1006,ISS,20241007,-15,ISS088188,EA,SYSTEM,NORMAL
88189,WH_E_RM,MAT_RM_2001,RCV,20241007,26,RCV088189,EA,SYSTEM,NORMAL
88190,WH_E_RM,MAT_RM_2001,ISS,20241007,-16,ISS088190,EA,SYSTEM,NORMAL
88191,WH_E_RM,MAT_RM_2002,RCV,20241007,27,RCV088191,EA,SYSTEM,NORMAL
88192,WH_E_RM,MAT_RM_2002,ISS,20241007,-10,ISS088192,EA,SYSTEM,NORMAL
88193,WH_E_RM,MAT_RM_2003,RCV,20241007,28,RCV088193,EA,SYSTEM,NORMAL
88194,WH_E_RM,MAT_RM_2003,ISS,20241007,-11,ISS088194,EA,SYSTEM,NORMAL
88195,WH_E_RM,MAT_RM_2004,RCV,20241007,20,RCV088195,EA,SYSTEM,NORMAL
88196,WH_E_RM,MAT_RM_2004,ISS,20241007,-12,ISS088196,EA,SYSTEM,NORMAL
88197,WH_E_RM,MAT_RM_2005,RCV,20241007,21,RCV088197,EA,SYSTEM,NORMAL
88198,WH_E_RM,MAT_RM_2005,ISS,20241007,-13,ISS088198,EA,SYSTEM,NORMAL
88199,WH_E_RM,MAT_RM_2006,RCV,20241007,22,RCV088199,EA,SYSTEM,NORMAL
88200,WH_E_RM,MAT_RM_2006,ISS,20241007,-14,ISS088200,EA,SYSTEM,NORMAL
88201,WH_E_RM,MAT_RM_2007,RCV,20241007,23,RCV088201,EA,SYSTEM,NORMAL
88202,WH_E_RM,MAT_RM_2007,ISS,20241007,-15,ISS088202,EA,SYSTEM,NORMAL
88203,WH_E_RM,MAT_RM_2008,RCV,20241007,24,RCV088203,EA,SYSTEM,NORMAL
88204,WH_E_RM,MAT_RM_2008,ISS,20241007,-16,ISS088204,EA,SYSTEM,NORMAL
88205,WH_E_RM,MAT_RM_2009,RCV,20241007,25,RCV088205,EA,SYSTEM,NORMAL
88206,WH_E_RM,MAT_RM_2009,ISS,20241007,-10,ISS088206,EA,SYSTEM,NORMAL
88207,WH_E_RM,MAT_RM_2010,RCV,20241007,26,RCV088207,EA,SYSTEM,NORMAL
88208,WH_E_RM,MAT_RM_2010,ISS,20241007,-11,ISS088208,EA,SYSTEM,NORMAL
88209,WH_E_FG,MAT_FG_1001,RCV,20241007,20,RCV088209,EA,SYSTEM,NORMAL
88210,WH_E_FG,MAT_FG_1001,ISS,20241007,-10,ISS088210,EA,SYSTEM,NORMAL
88211,WH_E_FG,MAT_FG_1002,RCV,20241007,21,RCV088211,EA,SYSTEM,NORMAL
88212,WH_E_FG,MAT_FG_1002,ISS,20241007,-11,ISS088212,EA,SYSTEM,NORMAL
88213,WH_E_FG,MAT_FG_1003,RCV,20241007,22,RCV088213,EA,SYSTEM,NORMAL
88214,WH_E_FG,MAT_FG_1003,ISS,20241007,-12,ISS088214,EA,SYSTEM,NORMAL
88215,WH_E_FG,MAT_FG_1004,RCV,20241007,23,RCV088215,EA,SYSTEM,NORMAL
88216,WH_E_FG,MAT_FG_1004,ISS,20241007,-13,ISS088216,EA,SYSTEM,NORMAL
88217,WH_E_FG,MAT_FG_1005,RCV,20241007,24,RCV088217,EA,SYSTEM,NORMAL
88218,WH_E_FG,MAT_FG_1005,ISS,20241007,-14,ISS088218,EA,SYSTEM,NORMAL
88219,WH_E_FG,MAT_FG_1006,RCV,20241007,25,RCV088219,EA,SYSTEM,NORMAL
88220,WH_E_FG,MAT_FG_1006,ISS,20241007,-15,ISS088220,EA,SYSTEM,NORMAL
88221,WH_E_FG,MAT_RM_2001,RCV,20241007,26,RCV088221,EA,SYSTEM,NORMAL
88222,WH_E_FG,MAT_RM_2001,ISS,20241007,-16,ISS088222,EA,SYSTEM,NORMAL
88223,WH_E_FG,MAT_RM_2002,RCV,20241007,27,RCV088223,EA,SYSTEM,NORMAL
88224,WH_E_FG,MAT_RM_2002,ISS,20241007,-10,ISS088224,EA,SYSTEM,NORMAL
88225,WH_E_FG,MAT_RM_2003,RCV,20241007,28,RCV088225,EA,SYSTEM,NORMAL
88226,WH_E_FG,MAT_RM_2003,ISS,20241007,-11,ISS088226,EA,SYSTEM,NORMAL
88227,WH_E_FG,MAT_RM_2004,RCV,20241007,20,RCV088227,EA,SYSTEM,NORMAL
88228,WH_E_FG,MAT_RM_2004,ISS,20241007,-12,ISS088228,EA,SYSTEM,NORMAL
88229,WH_E_FG,MAT_RM_2005,RCV,20241007,21,RCV088229,EA,SYSTEM,NORMAL
88230,WH_E_FG,MAT_RM_2005,ISS,20241007,-13,ISS088230,EA,SYSTEM,NORMAL
88231,WH_E_FG,MAT_RM_2006,RCV,20241007,22,RCV088231,EA,SYSTEM,NORMAL
88232,WH_E_FG,MAT_RM_2006,ISS,20241007,-14,ISS088232,EA,SYSTEM,NORMAL
88233,WH_E_FG,MAT_RM_2007,RCV,20241007,23,RCV088233,EA,SYSTEM,NORMAL
88234,WH_E_FG,MAT_RM_2007,ISS,20241007,-15,ISS088234,EA,SYSTEM,NORMAL
88235,WH_E_FG,MAT_RM_2008,RCV,20241007,24,RCV088235,EA,SYSTEM,NORMAL
88236,WH_E_FG,MAT_RM_2008,ISS,20241007,-16,ISS088236,EA,SYSTEM,NORMAL
88237,WH_E_FG,MAT_RM_2009,RCV,20241007,25,RCV088237,EA,SYSTEM,NORMAL
88238,WH_E_FG,MAT_RM_2009,ISS,20241007,-10,ISS088238,EA,SYSTEM,NORMAL
88239,WH_E_FG,MAT_RM_2010,RCV,20241007,26,RCV088239,EA,SYSTEM,NORMAL
88240,WH_E_FG,MAT_RM_2010,ISS,20241007,-11,ISS088240,EA,SYSTEM,NORMAL
88241,WH_S_RM,MAT_FG_1001,RCV,20241007,20,RCV088241,EA,SYSTEM,NORMAL
88242,WH_S_RM,MAT_FG_1001,ISS,20241007,-10,ISS088242,EA,SYSTEM,NORMAL
88243,WH_S_RM,MAT_FG_1002,RCV,20241007,21,RCV088243,EA,SYSTEM,NORMAL
88244,WH_S_RM,MAT_FG_1002,ISS,20241007,-11,ISS088244,EA,SYSTEM,NORMAL
88245,WH_S_RM,MAT_FG_1003,RCV,20241007,22,RCV088245,EA,SYSTEM,NORMAL
88246,WH_S_RM,MAT_FG_1003,ISS,20241007,-12,ISS088246,EA,SYSTEM,NORMAL
88247,WH_S_RM,MAT_FG_1004,RCV,20241007,23,RCV088247,EA,SYSTEM,NORMAL
88248,WH_S_RM,MAT_FG_1004,ISS,20241007,-13,ISS088248,EA,SYSTEM,NORMAL
88249,WH_S_RM,MAT_FG_1005,RCV,20241007,24,RCV088249,EA,SYSTEM,NORMAL
88250,WH_S_RM,MAT_FG_1005,ISS,20241007,-14,ISS088250,EA,SYSTEM,NORMAL
88251,WH_S_RM,MAT_FG_1006,RCV,20241007,25,RCV088251,EA,SYSTEM,NORMAL
88252,WH_S_RM,MAT_FG_1006,ISS,20241007,-15,ISS088252,EA,SYSTEM,NORMAL
88253,WH_S_RM,MAT_RM_2001,RCV,20241007,26,RCV088253,EA,SYSTEM,NORMAL
88254,WH_S_RM,MAT_RM_2001,ISS,20241007,-16,ISS088254,EA,SYSTEM,NORMAL
88255,WH_S_RM,MAT_RM_2002,RCV,20241007,27,RCV088255,EA,SYSTEM,NORMAL
88256,WH_S_RM,MAT_RM_2002,ISS,20241007,-10,ISS088256,EA,SYSTEM,NORMAL
88257,WH_S_RM,MAT_RM_2003,RCV,20241007,28,RCV088257,EA,SYSTEM,NORMAL
88258,WH_S_RM,MAT_RM_2003,ISS,20241007,-11,ISS088258,EA,SYSTEM,NORMAL
88259,WH_S_RM,MAT_RM_2004,RCV,20241007,20,RCV088259,EA,SYSTEM,NORMAL
88260,WH_S_RM,MAT_RM_2004,ISS,20241007,-12,ISS088260,EA,SYSTEM,NORMAL
88261,WH_S_RM,MAT_RM_2005,RCV,20241007,21,RCV088261,EA,SYSTEM,NORMAL
88262,WH_S_RM,MAT_RM_2005,ISS,20241007,-13,ISS088262,EA,SYSTEM,NORMAL
88263,WH_S_RM,MAT_RM_2006,RCV,20241007,22,RCV088263,EA,SYSTEM,NORMAL
88264,WH_S_RM,MAT_RM_2006,ISS,20241007,-14,ISS088264,EA,SYSTEM,NORMAL
88265,WH_S_RM,MAT_RM_2007,RCV,20241007,23,RCV088265,EA,SYSTEM,NORMAL
88266,WH_S_RM,MAT_RM_2007,ISS,20241007,-15,ISS088266,EA,SYSTEM,NORMAL
88267,WH_S_RM,MAT_RM_2008,RCV,20241007,24,RCV088267,EA,SYSTEM,NORMAL
88268,WH_S_RM,MAT_RM_2008,ISS,20241007,-16,ISS088268,EA,SYSTEM,NORMAL
88269,WH_S_RM,MAT_RM_2009,RCV,20241007,25,RCV088269,EA,SYSTEM,NORMAL
88270,WH_S_RM,MAT_RM_2009,ISS,20241007,-10,ISS088270,EA,SYSTEM,NORMAL
88271,WH_S_RM,MAT_RM_2010,RCV,20241007,26,RCV088271,EA,SYSTEM,NORMAL
88272,WH_S_RM,MAT_RM_2010,ISS,20241007,-11,ISS088272,EA,SYSTEM,NORMAL
88273,WH_S_FG,MAT_FG_1001,RCV,20241007,20,RCV088273,EA,SYSTEM,NORMAL
88274,WH_S_FG,MAT_FG_1001,ISS,20241007,-10,ISS088274,EA,SYSTEM,NORMAL
88275,WH_S_FG,MAT_FG_1002,RCV,20241007,21,RCV088275,EA,SYSTEM,NORMAL
88276,WH_S_FG,MAT_FG_1002,ISS,20241007,-11,ISS088276,EA,SYSTEM,NORMAL
88277,WH_S_FG,MAT_FG_1003,RCV,20241007,22,RCV088277,EA,SYSTEM,NORMAL
88278,WH_S_FG,MAT_FG_1003,ISS,20241007,-12,ISS088278,EA,SYSTEM,NORMAL
88279,WH_S_FG,MAT_FG_1004,RCV,20241007,23,RCV088279,EA,SYSTEM,NORMAL
88280,WH_S_FG,MAT_FG_1004,ISS,20241007,-13,ISS088280,EA,SYSTEM,NORMAL
88281,WH_S_FG,MAT_FG_1005,RCV,20241007,24,RCV088281,EA,SYSTEM,NORMAL
88282,WH_S_FG,MAT_FG_1005,ISS,20241007,-14,ISS088282,EA,SYSTEM,NORMAL
88283,WH_S_FG,MAT_FG_1006,RCV,20241007,25,RCV088283,EA,SYSTEM,NORMAL
88284,WH_S_FG,MAT_FG_1006,ISS,20241007,-15,ISS088284,EA,SYSTEM,NORMAL
88285,WH_S_FG,MAT_RM_2001,RCV,20241007,26,RCV088285,EA,SYSTEM,NORMAL
88286,WH_S_FG,MAT_RM_2001,ISS,20241007,-16,ISS088286,EA,SYSTEM,NORMAL
88287,WH_S_FG,MAT_RM_2002,RCV,20241007,27,RCV088287,EA,SYSTEM,NORMAL
