case_id,customer_id,sales_order_id,material_id,plant_id,open_dt_key,close_dt_key,case_type_cd,case_status_cd,severity_cd,resp_team_cd,issue_channel_cd,root_cause_cd,claim_amt,replace_qty,return_qty,onsite_visit_fg,reopen_fg,sat_score,first_resp_hour,close_sla_hit_fg,final_action_cd
CASE007406,CUS_004,SOX017342,MAT_FG_1003,PLT_SOUTH,20241231,20241231,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007407,CUS_004,SOX017343,MAT_FG_1004,PLT_EAST,20241201,20241201,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007408,CUS_004,SOX017344,MAT_FG_1005,PLT_SOUTH,20241202,20241202,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007409,CUS_004,SOX017345,MAT_FG_1006,PLT_EAST,20241203,20241203,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007410,CUS_004,SOX017346,MAT_FG_1001,PLT_SOUTH,20241204,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE007411,CUS_004,SOX017347,MAT_FG_1002,PLT_EAST,20241205,20241205,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007412,CUS_004,SOX017348,MAT_FG_1003,PLT_SOUTH,20241206,20241206,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007413,CUS_004,SOX017349,MAT_FG_1004,PLT_EAST,20241207,20241207,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007414,CUS_004,SOX017350,MAT_FG_1005,PLT_SOUTH,20241208,20241208,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE007415,CUS_004,SOX017351,MAT_FG_1006,PLT_EAST,20241209,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007416,CUS_004,SOX017352,MAT_FG_1001,PLT_SOUTH,20241210,20241210,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007417,CUS_004,SOX017353,MAT_FG_1002,PLT_EAST,20241211,20241211,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007418,CUS_004,SOX017354,MAT_FG_1003,PLT_SOUTH,20241212,20241212,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007419,CUS_004,SOX017355,MAT_FG_1004,PLT_EAST,20241213,20241213,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007420,CUS_004,SOX017356,MAT_FG_1005,PLT_SOUTH,20241214,,TS,OPEN,H,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007421,CUS_004,SOX017357,MAT_FG_1006,PLT_EAST,20241215,20241215,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007422,CUS_004,SOX017358,MAT_FG_1001,PLT_SOUTH,20241216,20241216,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007423,CUS_004,SOX017359,MAT_FG_1002,PLT_EAST,20241217,20241217,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE007424,CUS_004,SOX017360,MAT_FG_1003,PLT_SOUTH,20241218,20241218,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007425,CUS_005,SOX017361,MAT_FG_1004,PLT_SOUTH,20241201,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE007426,CUS_005,SOX017362,MAT_FG_1005,PLT_EAST,20241202,20241202,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007427,CUS_005,SOX017363,MAT_FG_1006,PLT_SOUTH,20241203,20241203,TS,CLOSED,H,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007428,CUS_005,SOX017364,MAT_FG_1001,PLT_EAST,20241204,20241204,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007429,CUS_005,SOX017365,MAT_FG_1002,PLT_SOUTH,20241205,20241205,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007430,CUS_005,SOX017366,MAT_FG_1003,PLT_EAST,20241206,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007431,CUS_005,SOX017367,MAT_FG_1004,PLT_SOUTH,20241207,20241207,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007432,CUS_005,SOX017368,MAT_FG_1005,PLT_EAST,20241208,20241208,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007433,CUS_005,SOX017369,MAT_FG_1006,PLT_SOUTH,20241209,20241209,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007434,CUS_005,SOX017370,MAT_FG_1001,PLT_EAST,20241210,20241210,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007435,CUS_005,SOX017371,MAT_FG_1002,PLT_SOUTH,20241211,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007436,CUS_005,SOX017372,MAT_FG_1003,PLT_EAST,20241212,20241212,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,1,1,4.2,6.0,1,REPLACE
CASE007437,CUS_005,SOX017373,MAT_FG_1004,PLT_SOUTH,20241213,20241213,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007438,CUS_005,SOX017374,MAT_FG_1005,PLT_EAST,20241214,20241214,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007439,CUS_005,SOX017375,MAT_FG_1006,PLT_SOUTH,20241215,20241215,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007440,CUS_005,SOX017376,MAT_FG_1001,PLT_EAST,20241216,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007441,CUS_005,SOX017377,MAT_FG_1002,PLT_SOUTH,20241217,20241217,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007442,CUS_005,SOX017378,MAT_FG_1003,PLT_EAST,20241218,20241218,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007443,CUS_005,SOX017379,MAT_FG_1004,PLT_SOUTH,20241219,20241219,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007444,CUS_005,SOX017380,MAT_FG_1005,PLT_EAST,20241220,20241220,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007445,CUS_005,SOX017381,MAT_FG_1006,PLT_SOUTH,20241221,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007446,CUS_005,SOX017382,MAT_FG_1001,PLT_EAST,20241222,20241222,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007447,CUS_005,SOX017383,MAT_FG_1002,PLT_SOUTH,20241223,20241223,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE007448,CUS_005,SOX017384,MAT_FG_1003,PLT_EAST,20241224,20241224,TS,CLOSED,H,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007449,CUS_005,SOX017385,MAT_FG_1004,PLT_SOUTH,20241225,20241225,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE007450,CUS_005,SOX017386,MAT_FG_1005,PLT_EAST,20241226,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007451,CUS_005,SOX017387,MAT_FG_1006,PLT_SOUTH,20241227,20241227,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007452,CUS_005,SOX017388,MAT_FG_1001,PLT_EAST,20241228,20241228,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007453,CUS_005,SOX017389,MAT_FG_1002,PLT_SOUTH,20241229,20241229,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007454,CUS_005,SOX017390,MAT_FG_1003,PLT_EAST,20241230,20241230,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007455,CUS_005,SOX017391,MAT_FG_1004,PLT_SOUTH,20241231,,RMA,OPEN,H,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007456,CUS_005,SOX017392,MAT_FG_1005,PLT_EAST,20241201,20241201,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007457,CUS_005,SOX017393,MAT_FG_1006,PLT_SOUTH,20241202,20241202,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007458,CUS_005,SOX017394,MAT_FG_1001,PLT_EAST,20241203,20241203,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE007459,CUS_005,SOX017395,MAT_FG_1002,PLT_SOUTH,20241204,20241204,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007460,CUS_005,SOX017396,MAT_FG_1003,PLT_EAST,20241205,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007461,CUS_005,SOX017397,MAT_FG_1004,PLT_SOUTH,20241206,20241206,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007462,CUS_005,SOX017398,MAT_FG_1005,PLT_EAST,20241207,20241207,TS,CLOSED,H,CS,PHONE,USAGE,120.0,1,0,0,1,4.2,6.0,1,REPLACE
CASE007463,CUS_005,SOX017399,MAT_FG_1006,PLT_SOUTH,20241208,20241208,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007464,CUS_005,SOX017400,MAT_FG_1001,PLT_EAST,20241209,20241209,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007465,CUS_005,SOX017401,MAT_FG_1002,PLT_SOUTH,20241210,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007466,CUS_005,SOX017402,MAT_FG_1003,PLT_EAST,20241211,20241211,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007467,CUS_005,SOX017403,MAT_FG_1004,PLT_SOUTH,20241212,20241212,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007468,CUS_005,SOX017404,MAT_FG_1005,PLT_EAST,20241213,20241213,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007469,CUS_005,SOX017405,MAT_FG_1006,PLT_SOUTH,20241214,20241214,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE007470,CUS_005,SOX017406,MAT_FG_1001,PLT_EAST,20241215,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007471,CUS_005,SOX017407,MAT_FG_1002,PLT_SOUTH,20241216,20241216,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007472,CUS_005,SOX017408,MAT_FG_1003,PLT_EAST,20241217,20241217,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007473,CUS_005,SOX017409,MAT_FG_1004,PLT_SOUTH,20241218,20241218,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007474,CUS_005,SOX017410,MAT_FG_1005,PLT_EAST,20241219,20241219,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007475,CUS_005,SOX017411,MAT_FG_1006,PLT_SOUTH,20241220,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,1,0,1,4.2,6.0,1,REPLACE
CASE007476,CUS_005,SOX017412,MAT_FG_1001,PLT_EAST,20241221,20241221,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007477,CUS_005,SOX017413,MAT_FG_1002,PLT_SOUTH,20241222,20241222,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007478,CUS_005,SOX017414,MAT_FG_1003,PLT_EAST,20241223,20241223,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007479,CUS_005,SOX017415,MAT_FG_1004,PLT_SOUTH,20241224,20241224,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007480,CUS_005,SOX017416,MAT_FG_1005,PLT_EAST,20241225,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE007481,CUS_005,SOX017417,MAT_FG_1006,PLT_SOUTH,20241226,20241226,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007482,CUS_005,SOX017418,MAT_FG_1001,PLT_EAST,20241227,20241227,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007483,CUS_005,SOX017419,MAT_FG_1002,PLT_SOUTH,20241228,20241228,TS,CLOSED,H,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007484,CUS_005,SOX017420,MAT_FG_1003,PLT_EAST,20241229,20241229,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007485,CUS_005,SOX017421,MAT_FG_1004,PLT_SOUTH,20241230,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007486,CUS_005,SOX017422,MAT_FG_1005,PLT_EAST,20241231,20241231,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007487,CUS_005,SOX017423,MAT_FG_1006,PLT_SOUTH,20241201,20241201,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007488,CUS_005,SOX017424,MAT_FG_1001,PLT_EAST,20241202,20241202,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE007489,CUS_005,SOX017425,MAT_FG_1002,PLT_SOUTH,20241203,20241203,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007490,CUS_005,SOX017426,MAT_FG_1003,PLT_EAST,20241204,,TS,OPEN,H,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007491,CUS_005,SOX017427,MAT_FG_1004,PLT_SOUTH,20241205,20241205,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE007492,CUS_005,SOX017428,MAT_FG_1005,PLT_EAST,20241206,20241206,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007493,CUS_005,SOX017429,MAT_FG_1006,PLT_SOUTH,20241207,20241207,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007494,CUS_005,SOX017430,MAT_FG_1001,PLT_EAST,20241208,20241208,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007495,CUS_005,SOX017431,MAT_FG_1002,PLT_SOUTH,20241209,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007496,CUS_005,SOX017432,MAT_FG_1003,PLT_EAST,20241210,20241210,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007497,CUS_005,SOX017433,MAT_FG_1004,PLT_SOUTH,20241211,20241211,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007498,CUS_005,SOX017434,MAT_FG_1005,PLT_EAST,20241212,20241212,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007499,CUS_005,SOX017435,MAT_FG_1006,PLT_SOUTH,20241213,20241213,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007500,CUS_005,SOX017436,MAT_FG_1001,PLT_EAST,20241214,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007501,CUS_005,SOX017437,MAT_FG_1002,PLT_SOUTH,20241215,20241215,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE007502,CUS_005,SOX017438,MAT_FG_1003,PLT_EAST,20241216,20241216,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,1,0,4.2,6.0,1,REPLACE
CASE007503,CUS_005,SOX017439,MAT_FG_1004,PLT_SOUTH,20241217,20241217,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007504,CUS_005,SOX017440,MAT_FG_1005,PLT_EAST,20241218,20241218,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007505,CUS_006,SOX017441,MAT_FG_1006,PLT_EAST,20241201,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007506,CUS_006,SOX017442,MAT_FG_1001,PLT_SOUTH,20241202,20241202,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007507,CUS_006,SOX017443,MAT_FG_1002,PLT_EAST,20241203,20241203,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007508,CUS_006,SOX017444,MAT_FG_1003,PLT_SOUTH,20241204,20241204,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007509,CUS_006,SOX017445,MAT_FG_1004,PLT_EAST,20241205,20241205,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007510,CUS_006,SOX017446,MAT_FG_1005,PLT_SOUTH,20241206,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007511,CUS_006,SOX017447,MAT_FG_1006,PLT_EAST,20241207,20241207,TS,CLOSED,H,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007512,CUS_006,SOX017448,MAT_FG_1001,PLT_SOUTH,20241208,20241208,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007513,CUS_006,SOX017449,MAT_FG_1002,PLT_EAST,20241209,20241209,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE007514,CUS_006,SOX017450,MAT_FG_1003,PLT_SOUTH,20241210,20241210,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,1,4.2,6.0,1,REPLACE
CASE007515,CUS_006,SOX017451,MAT_FG_1004,PLT_EAST,20241211,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007516,CUS_006,SOX017452,MAT_FG_1005,PLT_SOUTH,20241212,20241212,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007517,CUS_006,SOX017453,MAT_FG_1006,PLT_EAST,20241213,20241213,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007518,CUS_006,SOX017454,MAT_FG_1001,PLT_SOUTH,20241214,20241214,RMA,CLOSED,H,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007519,CUS_006,SOX017455,MAT_FG_1002,PLT_EAST,20241215,20241215,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007520,CUS_006,SOX017456,MAT_FG_1003,PLT_SOUTH,20241216,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007521,CUS_006,SOX017457,MAT_FG_1004,PLT_EAST,20241217,20241217,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007522,CUS_006,SOX017458,MAT_FG_1005,PLT_SOUTH,20241218,20241218,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007523,CUS_006,SOX017459,MAT_FG_1006,PLT_EAST,20241219,20241219,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007524,CUS_006,SOX017460,MAT_FG_1001,PLT_SOUTH,20241220,20241220,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE007525,CUS_006,SOX017461,MAT_FG_1002,PLT_EAST,20241221,,TS,OPEN,H,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007526,CUS_006,SOX017462,MAT_FG_1003,PLT_SOUTH,20241222,20241222,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007527,CUS_006,SOX017463,MAT_FG_1004,PLT_EAST,20241223,20241223,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE007528,CUS_006,SOX017464,MAT_FG_1005,PLT_SOUTH,20241224,20241224,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007529,CUS_006,SOX017465,MAT_FG_1006,PLT_EAST,20241225,20241225,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007530,CUS_006,SOX017466,MAT_FG_1001,PLT_SOUTH,20241226,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007531,CUS_006,SOX017467,MAT_FG_1002,PLT_EAST,20241227,20241227,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007532,CUS_006,SOX017468,MAT_FG_1003,PLT_SOUTH,20241228,20241228,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007533,CUS_006,SOX017469,MAT_FG_1004,PLT_EAST,20241229,20241229,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007534,CUS_006,SOX017470,MAT_FG_1005,PLT_SOUTH,20241230,20241230,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE007535,CUS_006,SOX017471,MAT_FG_1006,PLT_EAST,20241231,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE007536,CUS_006,SOX017472,MAT_FG_1001,PLT_SOUTH,20241201,20241201,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007537,CUS_006,SOX017473,MAT_FG_1002,PLT_EAST,20241202,20241202,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007538,CUS_006,SOX017474,MAT_FG_1003,PLT_SOUTH,20241203,20241203,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007539,CUS_006,SOX017475,MAT_FG_1004,PLT_EAST,20241204,20241204,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007540,CUS_006,SOX017476,MAT_FG_1005,PLT_SOUTH,20241205,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,1,4.2,6.0,1,REPLACE
CASE007541,CUS_006,SOX017477,MAT_FG_1006,PLT_EAST,20241206,20241206,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007542,CUS_006,SOX017478,MAT_FG_1001,PLT_SOUTH,20241207,20241207,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE007543,CUS_006,SOX017479,MAT_FG_1002,PLT_EAST,20241208,20241208,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE007544,CUS_006,SOX017480,MAT_FG_1003,PLT_SOUTH,20241209,20241209,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE007545,CUS_006,SOX017481,MAT_FG_1004,PLT_EAST,20241210,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE007546,CUS_006,SOX017482,MAT_FG_1005,PLT_SOUTH,20241211,20241211,TS,CLOSED,H,CS,PHONE,USAGE,480.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE007547,CUS_006,SOX017483,MAT_FG_1006,PLT_EAST,20241212,20241212,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE007548,CUS_006,SOX017484,MAT_FG_1001,PLT_SOUTH,20241213,20241213,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
