qa_defect_id,inspection_id,defect_type_cd,defect_qty,defect_loc_cd,root_cause_cd,containment_fg
117422,INSPX098711,DF02,1,NA,TBD,0
117423,INSPX098712,DF02,1,NA,TBD,0
117424,INSPX098712,DF03,1,NA,TBD,0
117425,INSPX098713,DF04,6,NA,TBD,0
117426,INSPX098713,DF01,1,NA,TBD,0
117427,INSPX098714,DF01,1,NA,TBD,0
117428,INSPX098714,DF02,1,NA,TBD,0
117429,INSPX098715,DF02,2,NA,TBD,0
117430,INSPX098715,DF03,1,NA,TBD,0
117431,INSPX098716,DF04,1,NA,TBD,0
117432,INSPX098716,DF01,1,NA,TBD,0
117433,INSPX098717,DF01,2,NA,TBD,0
117434,INSPX098717,DF02,1,NA,TBD,0
117435,INSPX098718,DF02,3,NA,TBD,0
117436,INSPX098718,DF03,1,NA,TBD,0
117437,INSPX098719,DF04,2,NA,TBD,0
117438,INSPX098719,DF01,1,NA,TBD,0
117439,INSPX098720,DF01,3,NA,TBD,0
117440,INSPX098720,DF02,1,NA,TBD,0
117441,INSPX098721,DF02,4,NA,TBD,0
117442,INSPX098721,DF03,1,NA,TBD,0
117443,INSPX098722,DF04,3,NA,TBD,0
117444,INSPX098722,DF01,1,NA,TBD,0
117445,INSPX098723,DF01,4,NA,TBD,0
117446,INSPX098723,DF02,1,NA,TBD,0
117447,INSPX098724,DF02,5,NA,TBD,0
117448,INSPX098724,DF03,1,NA,TBD,0
117449,INSPX098725,DF04,4,NA,TBD,0
117450,INSPX098725,DF01,1,NA,TBD,0
117451,INSPX098726,DF01,5,NA,TBD,0
117452,INSPX098726,DF02,1,NA,TBD,0
117453,INSPX098727,DF02,6,NA,TBD,0
117454,INSPX098727,DF03,1,NA,TBD,0
117455,INSPX098728,DF04,5,NA,TBD,0
117456,INSPX098728,DF01,1,NA,TBD,0
117457,INSPX098729,DF01,6,NA,TBD,0
117458,INSPX098729,DF02,1,NA,TBD,0
117459,INSPX098730,DF02,1,NA,TBD,0
117460,INSPX098730,DF03,1,NA,TBD,0
117461,INSPX098731,DF04,6,NA,TBD,0
117462,INSPX098731,DF01,1,NA,TBD,0
117463,INSPX098732,DF01,1,NA,TBD,0
117464,INSPX098732,DF02,1,NA,TBD,0
117465,INSPX098733,DF02,2,NA,TBD,0
117466,INSPX098733,DF03,1,NA,TBD,0
117467,INSPX098734,DF04,1,NA,TBD,0
117468,INSPX098734,DF01,1,NA,TBD,0
117469,INSPX098735,DF01,2,NA,TBD,0
117470,INSPX098735,DF02,1,NA,TBD,0
117471,INSPX098736,DF02,3,NA,TBD,0
117472,INSPX098736,DF03,1,NA,TBD,0
117473,INSPX098737,DF04,2,NA,TBD,0
117474,INSPX098737,DF01,1,NA,TBD,0
117475,INSPX098738,DF01,3,NA,TBD,0
117476,INSPX098738,DF02,1,NA,TBD,0
117477,INSPX098739,DF02,4,NA,TBD,0
117478,INSPX098739,DF03,1,NA,TBD,0
117479,INSPX098740,DF04,3,NA,TBD,0
117480,INSPX098740,DF01,1,NA,TBD,0
117481,INSPX098741,DF01,4,NA,TBD,0
117482,INSPX098741,DF02,1,NA,TBD,0
117483,INSPX098742,DF02,5,NA,TBD,0
117484,INSPX098742,DF03,1,NA,TBD,0
117485,INSPX098743,DF04,4,NA,TBD,0
117486,INSPX098743,DF01,1,NA,TBD,0
117487,INSPX098744,DF01,5,NA,TBD,0
117488,INSPX098744,DF02,1,NA,TBD,0
117489,INSPX098745,DF02,6,NA,TBD,0
117490,INSPX098745,DF03,1,NA,TBD,0
117491,INSPX098746,DF04,5,NA,TBD,0
117492,INSPX098746,DF01,1,NA,TBD,0
117493,INSPX098747,DF01,6,NA,TBD,0
117494,INSPX098747,DF02,1,NA,TBD,0
117495,INSPX098748,DF02,1,NA,TBD,0
117496,INSPX098748,DF03,1,NA,TBD,0
117497,INSPX098749,DF04,6,NA,TBD,0
117498,INSPX098749,DF01,1,NA,TBD,0
117499,INSPX098750,DF01,1,NA,TBD,0
117500,INSPX098750,DF02,1,NA,TBD,0
117501,INSPX098751,DF02,2,NA,TBD,0
117502,INSPX098751,DF03,1,NA,TBD,0
117503,INSPX098752,DF04,1,NA,TBD,0
117504,INSPX098752,DF01,1,NA,TBD,0
117505,INSPX098753,DF01,2,NA,TBD,0
117506,INSPX098753,DF02,1,NA,TBD,0
117507,INSPX098754,DF02,3,NA,TBD,0
117508,INSPX098754,DF03,1,NA,TBD,0
117509,INSPX098755,DF04,2,NA,TBD,0
117510,INSPX098755,DF01,1,NA,TBD,0
117511,INSPX098756,DF01,3,NA,TBD,0
117512,INSPX098756,DF02,1,NA,TBD,0
117513,INSPX098757,DF02,4,NA,TBD,0
117514,INSPX098757,DF03,1,NA,TBD,0
117515,INSPX098758,DF04,3,NA,TBD,0
117516,INSPX098758,DF01,1,NA,TBD,0
117517,INSPX098759,DF01,4,NA,TBD,0
117518,INSPX098759,DF02,1,NA,TBD,0
117519,INSPX098760,DF02,5,NA,TBD,0
117520,INSPX098760,DF03,1,NA,TBD,0
117521,INSPX098761,DF01,2,NA,TBD,0
117522,INSPX098761,DF02,1,NA,TBD,0
117523,INSPX098762,DF02,3,NA,TBD,0
117524,INSPX098762,DF03,1,NA,TBD,0
117525,INSPX098763,DF03,4,NA,TBD,0
117526,INSPX098763,DF04,1,NA,TBD,0
117527,INSPX098764,DF01,3,NA,TBD,0
117528,INSPX098764,DF02,1,NA,TBD,0
117529,INSPX098765,DF02,4,NA,TBD,0
117530,INSPX098765,DF03,1,NA,TBD,0
117531,INSPX098766,DF03,5,NA,TBD,0
117532,INSPX098766,DF04,1,NA,TBD,0
117533,INSPX098767,DF01,4,NA,TBD,0
117534,INSPX098767,DF02,1,NA,TBD,0
117535,INSPX098768,DF02,5,NA,TBD,0
117536,INSPX098768,DF03,1,NA,TBD,0
117537,INSPX098769,DF03,6,NA,TBD,0
117538,INSPX098769,DF04,1,NA,TBD,0
117539,INSPX098770,DF01,5,NA,TBD,0
117540,INSPX098770,DF02,1,NA,TBD,0
117541,INSPX098771,DF02,6,NA,TBD,0
117542,INSPX098771,DF03,1,NA,TBD,0
117543,INSPX098772,DF03,1,NA,TBD,0
117544,INSPX098772,DF04,1,NA,TBD,0
117545,INSPX098773,DF01,6,NA,TBD,0
117546,INSPX098773,DF02,1,NA,TBD,0
117547,INSPX098774,DF02,1,NA,TBD,0
117548,INSPX098774,DF03,1,NA,TBD,0
117549,INSPX098775,DF03,2,NA,TBD,0
117550,INSPX098775,DF04,1,NA,TBD,0
117551,INSPX098776,DF01,1,NA,TBD,0
117552,INSPX098776,DF02,1,NA,TBD,0
117553,INSPX098777,DF02,2,NA,TBD,0
117554,INSPX098777,DF03,1,NA,TBD,0
117555,INSPX098778,DF03,3,NA,TBD,0
117556,INSPX098778,DF04,1,NA,TBD,0
117557,INSPX098779,DF01,2,NA,TBD,0
117558,INSPX098779,DF02,1,NA,TBD,0
117559,INSPX098780,DF02,3,NA,TBD,0
117560,INSPX098780,DF03,1,NA,TBD,0
117561,INSPX098781,DF03,4,NA,TBD,0
117562,INSPX098781,DF04,1,NA,TBD,0
117563,INSPX098782,DF01,3,NA,TBD,0
117564,INSPX098782,DF02,1,NA,TBD,0
117565,INSPX098783,DF02,4,NA,TBD,0
117566,INSPX098783,DF03,1,NA,TBD,0
117567,INSPX098784,DF03,5,NA,TBD,0
117568,INSPX098784,DF04,1,NA,TBD,0
117569,INSPX098785,DF01,4,NA,TBD,0
117570,INSPX098785,DF02,1,NA,TBD,0
117571,INSPX098786,DF02,5,NA,TBD,0
117572,INSPX098786,DF03,1,NA,TBD,0
117573,INSPX098787,DF03,6,NA,TBD,0
117574,INSPX098787,DF04,1,NA,TBD,0
117575,INSPX098788,DF01,5,NA,TBD,0
117576,INSPX098788,DF02,1,NA,TBD,0
117577,INSPX098789,DF02,6,NA,TBD,0
117578,INSPX098789,DF03,1,NA,TBD,0
117579,INSPX098790,DF03,1,NA,TBD,0
117580,INSPX098790,DF04,1,NA,TBD,0
117581,INSPX098791,DF01,6,NA,TBD,0
117582,INSPX098791,DF02,1,NA,TBD,0
117583,INSPX098792,DF02,1,NA,TBD,0
117584,INSPX098792,DF03,1,NA,TBD,0
117585,INSPX098793,DF03,2,NA,TBD,0
117586,INSPX098793,DF04,1,NA,TBD,0
117587,INSPX098794,DF01,1,NA,TBD,0
117588,INSPX098794,DF02,1,NA,TBD,0
117589,INSPX098795,DF02,2,NA,TBD,0
117590,INSPX098795,DF03,1,NA,TBD,0
117591,INSPX098796,DF03,3,NA,TBD,0
117592,INSPX098796,DF04,1,NA,TBD,0
117593,INSPX098797,DF01,2,NA,TBD,0
117594,INSPX098797,DF02,1,NA,TBD,0
117595,INSPX098798,DF02,3,NA,TBD,0
117596,INSPX098798,DF03,1,NA,TBD,0
117597,INSPX098799,DF03,4,NA,TBD,0
117598,INSPX098799,DF04,1,NA,TBD,0
117599,INSPX098800,DF01,3,NA,TBD,0
117600,INSPX098800,DF02,1,NA,TBD,0
117601,INSPX098801,DF02,4,NA,TBD,0
117602,INSPX098801,DF03,1,NA,TBD,0
117603,INSPX098802,DF03,5,NA,TBD,0
117604,INSPX098802,DF04,1,NA,TBD,0
117605,INSPX098803,DF01,4,NA,TBD,0
117606,INSPX098803,DF02,1,NA,TBD,0
117607,INSPX098804,DF02,5,NA,TBD,0
117608,INSPX098804,DF03,1,NA,TBD,0
117609,INSPX098805,DF03,6,NA,TBD,0
117610,INSPX098805,DF04,1,NA,TBD,0
117611,INSPX098806,DF01,5,NA,TBD,0
117612,INSPX098806,DF02,1,NA,TBD,0
117613,INSPX098807,DF02,6,NA,TBD,0
117614,INSPX098807,DF03,1,NA,TBD,0
117615,INSPX098808,DF03,1,NA,TBD,0
117616,INSPX098808,DF04,1,NA,TBD,0
117617,INSPX098809,DF01,6,NA,TBD,0
117618,INSPX098809,DF02,1,NA,TBD,0
117619,INSPX098810,DF02,1,NA,TBD,0
117620,INSPX098810,DF03,1,NA,TBD,0
117621,INSPX098811,DF03,2,NA,TBD,0
117622,INSPX098811,DF04,1,NA,TBD,0
117623,INSPX098812,DF01,1,NA,TBD,0
117624,INSPX098812,DF02,1,NA,TBD,0
117625,INSPX098813,DF02,2,NA,TBD,0
117626,INSPX098813,DF03,1,NA,TBD,0
117627,INSPX098814,DF03,3,NA,TBD,0
117628,INSPX098814,DF04,1,NA,TBD,0
117629,INSPX098815,DF01,2,NA,TBD,0
117630,INSPX098815,DF02,1,NA,TBD,0
117631,INSPX098816,DF02,3,NA,TBD,0
117632,INSPX098816,DF03,1,NA,TBD,0
117633,INSPX098817,DF03,4,NA,TBD,0
117634,INSPX098817,DF04,1,NA,TBD,0
117635,INSPX098818,DF01,3,NA,TBD,0
117636,INSPX098818,DF02,1,NA,TBD,0
117637,INSPX098819,DF02,4,NA,TBD,0
117638,INSPX098819,DF03,1,NA,TBD,0
117639,INSPX098820,DF03,5,NA,TBD,0
117640,INSPX098820,DF04,1,NA,TBD,0
117641,INSPX098821,DF01,4,NA,TBD,0
117642,INSPX098821,DF02,1,NA,TBD,0
117643,INSPX098822,DF02,5,NA,TBD,0
117644,INSPX098822,DF03,1,NA,TBD,0
117645,INSPX098823,DF03,6,NA,TBD,0
117646,INSPX098823,DF04,1,NA,TBD,0
117647,INSPX098824,DF01,5,NA,TBD,0
117648,INSPX098824,DF02,1,NA,TBD,0
117649,INSPX098825,DF02,6,NA,TBD,0
117650,INSPX098825,DF03,1,NA,TBD,0
117651,INSPX098826,DF03,1,NA,TBD,0
117652,INSPX098826,DF04,1,NA,TBD,0
117653,INSPX098827,DF01,6,NA,TBD,0
117654,INSPX098827,DF02,1,NA,TBD,0
117655,INSPX098828,DF02,1,NA,TBD,0
117656,INSPX098828,DF03,1,NA,TBD,0
117657,INSPX098829,DF03,2,NA,TBD,0
117658,INSPX098829,DF04,1,NA,TBD,0
117659,INSPX098830,DF01,1,NA,TBD,0
117660,INSPX098830,DF02,1,NA,TBD,0
117661,INSPX098831,DF02,2,NA,TBD,0
117662,INSPX098831,DF03,1,NA,TBD,0
117663,INSPX098832,DF03,3,NA,TBD,0
117664,INSPX098832,DF04,1,NA,TBD,0
117665,INSPX098833,DF01,2,NA,TBD,0
117666,INSPX098833,DF02,1,NA,TBD,0
117667,INSPX098834,DF02,3,NA,TBD,0
117668,INSPX098834,DF03,1,NA,TBD,0
117669,INSPX098835,DF03,4,NA,TBD,0
117670,INSPX098835,DF04,1,NA,TBD,0
117671,INSPX098836,DF01,3,NA,TBD,0
117672,INSPX098836,DF02,1,NA,TBD,0
117673,INSPX098837,DF02,4,NA,TBD,0
117674,INSPX098837,DF03,1,NA,TBD,0
117675,INSPX098838,DF03,5,NA,TBD,0
117676,INSPX098838,DF04,1,NA,TBD,0
117677,INSPX098839,DF01,4,NA,TBD,0
117678,INSPX098839,DF02,1,NA,TBD,0
117679,INSPX098840,DF02,5,NA,TBD,0
117680,INSPX098840,DF03,1,NA,TBD,0
117681,INSPX098841,DF03,6,NA,TBD,0
117682,INSPX098841,DF04,1,NA,TBD,0
117683,INSPX098842,DF01,5,NA,TBD,0
117684,INSPX098842,DF02,1,NA,TBD,0
117685,INSPX098843,DF02,6,NA,TBD,0
117686,INSPX098843,DF03,1,NA,TBD,0
117687,INSPX098844,DF03,1,NA,TBD,0
117688,INSPX098844,DF04,1,NA,TBD,0
117689,INSPX098845,DF01,6,NA,TBD,0
117690,INSPX098845,DF02,1,NA,TBD,0
117691,INSPX098846,DF02,1,NA,TBD,0
117692,INSPX098846,DF03,1,NA,TBD,0
117693,INSPX098847,DF03,2,NA,TBD,0
117694,INSPX098847,DF04,1,NA,TBD,0
117695,INSPX098848,DF01,1,NA,TBD,0
117696,INSPX098848,DF02,1,NA,TBD,0
117697,INSPX098849,DF02,2,NA,TBD,0
117698,INSPX098849,DF03,1,NA,TBD,0
117699,INSPX098850,DF03,3,NA,TBD,0
117700,INSPX098850,DF04,1,NA,TBD,0
117701,INSPX098851,DF01,2,NA,TBD,0
117702,INSPX098851,DF02,1,NA,TBD,0
117703,INSPX098852,DF02,3,NA,TBD,0
117704,INSPX098852,DF03,1,NA,TBD,0
117705,INSPX098853,DF03,4,NA,TBD,0
117706,INSPX098853,DF04,1,NA,TBD,0
117707,INSPX098854,DF02,3,NA,TBD,0
117708,INSPX098854,DF03,1,NA,TBD,0
117709,INSPX098855,DF03,4,NA,TBD,0
117710,INSPX098855,DF04,1,NA,TBD,0
117711,INSPX098856,DF04,5,NA,TBD,0
117712,INSPX098856,DF01,1,NA,TBD,0
117713,INSPX098857,DF02,4,NA,TBD,0
117714,INSPX098857,DF03,1,NA,TBD,0
117715,INSPX098858,DF03,5,NA,TBD,0
117716,INSPX098858,DF04,1,NA,TBD,0
117717,INSPX098859,DF04,6,NA,TBD,0
117718,INSPX098859,DF01,1,NA,TBD,0
117719,INSPX098860,DF02,5,NA,TBD,0
117720,INSPX098860,DF03,1,NA,TBD,0
117721,INSPX098861,DF03,6,NA,TBD,0
117722,INSPX098861,DF04,1,NA,TBD,0
117723,INSPX098862,DF04,1,NA,TBD,0
117724,INSPX098862,DF01,1,NA,TBD,0
117725,INSPX098863,DF02,6,NA,TBD,0
117726,INSPX098863,DF03,1,NA,TBD,0
117727,INSPX098864,DF03,1,NA,TBD,0
117728,INSPX098864,DF04,1,NA,TBD,0
117729,INSPX098865,DF04,2,NA,TBD,0
117730,INSPX098865,DF01,1,NA,TBD,0
117731,INSPX098866,DF02,1,NA,TBD,0
117732,INSPX098866,DF03,1,NA,TBD,0
117733,INSPX098867,DF03,2,NA,TBD,0
117734,INSPX098867,DF04,1,NA,TBD,0
117735,INSPX098868,DF04,3,NA,TBD,0
117736,INSPX098868,DF01,1,NA,TBD,0
117737,INSPX098869,DF02,2,NA,TBD,0
117738,INSPX098869,DF03,1,NA,TBD,0
117739,INSPX098870,DF03,3,NA,TBD,0
117740,INSPX098870,DF04,1,NA,TBD,0
117741,INSPX098871,DF04,4,NA,TBD,0
117742,INSPX098871,DF01,1,NA,TBD,0
117743,INSPX098872,DF02,3,NA,TBD,0
117744,INSPX098872,DF03,1,NA,TBD,0
117745,INSPX098873,DF03,4,NA,TBD,0
117746,INSPX098873,DF04,1,NA,TBD,0
117747,INSPX098874,DF04,5,NA,TBD,0
117748,INSPX098874,DF01,1,NA,TBD,0
117749,INSPX098875,DF02,4,NA,TBD,0
117750,INSPX098875,DF03,1,NA,TBD,0
117751,INSPX098876,DF03,5,NA,TBD,0
117752,INSPX098876,DF04,1,NA,TBD,0
117753,INSPX098877,DF04,6,NA,TBD,0
117754,INSPX098877,DF01,1,NA,TBD,0
117755,INSPX098878,DF02,5,NA,TBD,0
117756,INSPX098878,DF03,1,NA,TBD,0
117757,INSPX098879,DF03,6,NA,TBD,0
117758,INSPX098879,DF04,1,NA,TBD,0
117759,INSPX098880,DF04,1,NA,TBD,0
117760,INSPX098880,DF01,1,NA,TBD,0
117761,INSPX098881,DF02,6,NA,TBD,0
117762,INSPX098881,DF03,1,NA,TBD,0
117763,INSPX098882,DF03,1,NA,TBD,0
117764,INSPX098882,DF04,1,NA,TBD,0
117765,INSPX098883,DF04,2,NA,TBD,0
117766,INSPX098883,DF01,1,NA,TBD,0
117767,INSPX098884,DF02,1,NA,TBD,0
117768,INSPX098884,DF03,1,NA,TBD,0
117769,INSPX098885,DF03,2,NA,TBD,0
117770,INSPX098885,DF04,1,NA,TBD,0
117771,INSPX098886,DF04,3,NA,TBD,0
117772,INSPX098886,DF01,1,NA,TBD,0
117773,INSPX098887,DF02,2,NA,TBD,0
117774,INSPX098887,DF03,1,NA,TBD,0
117775,INSPX098888,DF03,3,NA,TBD,0
117776,INSPX098888,DF04,1,NA,TBD,0
117777,INSPX098889,DF04,4,NA,TBD,0
117778,INSPX098889,DF01,1,NA,TBD,0
117779,INSPX098890,DF02,3,NA,TBD,0
117780,INSPX098890,DF03,1,NA,TBD,0
117781,INSPX098891,DF03,4,NA,TBD,0
117782,INSPX098891,DF04,1,NA,TBD,0
117783,INSPX098892,DF04,5,NA,TBD,0
117784,INSPX098892,DF01,1,NA,TBD,0
117785,INSPX098893,DF02,4,NA,TBD,0
117786,INSPX098893,DF03,1,NA,TBD,0
117787,INSPX098894,DF03,5,NA,TBD,0
117788,INSPX098894,DF04,1,NA,TBD,0
117789,INSPX098895,DF04,6,NA,TBD,0
117790,INSPX098895,DF01,1,NA,TBD,0
117791,INSPX098896,DF02,5,NA,TBD,0
117792,INSPX098896,DF03,1,NA,TBD,0
117793,INSPX098897,DF03,6,NA,TBD,0
117794,INSPX098897,DF04,1,NA,TBD,0
117795,INSPX098898,DF04,1,NA,TBD,0
117796,INSPX098898,DF01,1,NA,TBD,0
117797,INSPX098899,DF02,6,NA,TBD,0
117798,INSPX098899,DF03,1,NA,TBD,0
117799,INSPX098900,DF03,1,NA,TBD,0
117800,INSPX098900,DF04,1,NA,TBD,0
117801,INSPX098901,DF04,2,NA,TBD,0
117802,INSPX098901,DF01,1,NA,TBD,0
117803,INSPX098902,DF02,1,NA,TBD,0
117804,INSPX098902,DF03,1,NA,TBD,0
117805,INSPX098903,DF03,2,NA,TBD,0
117806,INSPX098903,DF04,1,NA,TBD,0
117807,INSPX098904,DF04,3,NA,TBD,0
117808,INSPX098904,DF01,1,NA,TBD,0
117809,INSPX098905,DF02,2,NA,TBD,0
117810,INSPX098905,DF03,1,NA,TBD,0
117811,INSPX098906,DF03,3,NA,TBD,0
117812,INSPX098906,DF04,1,NA,TBD,0
117813,INSPX098907,DF04,4,NA,TBD,0
117814,INSPX098907,DF01,1,NA,TBD,0
117815,INSPX098908,DF02,3,NA,TBD,0
117816,INSPX098908,DF03,1,NA,TBD,0
117817,INSPX098909,DF03,4,NA,TBD,0
117818,INSPX098909,DF04,1,NA,TBD,0
117819,INSPX098910,DF04,5,NA,TBD,0
117820,INSPX098910,DF01,1,NA,TBD,0
117821,INSPX098911,DF02,4,NA,TBD,0
117822,INSPX098911,DF03,1,NA,TBD,0
117823,INSPX098912,DF03,5,NA,TBD,0
117824,INSPX098912,DF04,1,NA,TBD,0
117825,INSPX098913,DF04,6,NA,TBD,0
117826,INSPX098913,DF01,1,NA,TBD,0
117827,INSPX098914,DF02,5,NA,TBD,0
117828,INSPX098914,DF03,1,NA,TBD,0
117829,INSPX098915,DF03,6,NA,TBD,0
117830,INSPX098915,DF04,1,NA,TBD,0
117831,INSPX098916,DF04,1,NA,TBD,0
117832,INSPX098916,DF01,1,NA,TBD,0
117833,INSPX098917,DF02,6,NA,TBD,0
117834,INSPX098917,DF03,1,NA,TBD,0
117835,INSPX098918,DF03,1,NA,TBD,0
117836,INSPX098918,DF04,1,NA,TBD,0
117837,INSPX098919,DF04,2,NA,TBD,0
117838,INSPX098919,DF01,1,NA,TBD,0
117839,INSPX098920,DF02,1,NA,TBD,0
117840,INSPX098920,DF03,1,NA,TBD,0
117841,INSPX098921,DF03,2,NA,TBD,0
117842,INSPX098921,DF04,1,NA,TBD,0
117843,INSPX098922,DF04,3,NA,TBD,0
117844,INSPX098922,DF01,1,NA,TBD,0
117845,INSPX098923,DF02,2,NA,TBD,0
117846,INSPX098923,DF03,1,NA,TBD,0
117847,INSPX098924,DF03,3,NA,TBD,0
117848,INSPX098924,DF04,1,NA,TBD,0
117849,INSPX098925,DF04,4,NA,TBD,0
117850,INSPX098925,DF01,1,NA,TBD,0
117851,INSPX098926,DF02,3,NA,TBD,0
117852,INSPX098926,DF03,1,NA,TBD,0
117853,INSPX098927,DF03,4,NA,TBD,0
117854,INSPX098927,DF04,1,NA,TBD,0
117855,INSPX098928,DF04,5,NA,TBD,0
117856,INSPX098928,DF01,1,NA,TBD,0
117857,INSPX098929,DF02,4,NA,TBD,0
117858,INSPX098929,DF03,1,NA,TBD,0
117859,INSPX098930,DF03,5,NA,TBD,0
117860,INSPX098930,DF04,1,NA,TBD,0
117861,INSPX098931,DF04,6,NA,TBD,0
117862,INSPX098931,DF01,1,NA,TBD,0
117863,INSPX098932,DF02,5,NA,TBD,0
117864,INSPX098932,DF03,1,NA,TBD,0
117865,INSPX098933,DF03,6,NA,TBD,0
117866,INSPX098933,DF04,1,NA,TBD,0
117867,INSPX098934,DF04,1,NA,TBD,0
117868,INSPX098934,DF01,1,NA,TBD,0
117869,INSPX098935,DF02,6,NA,TBD,0
117870,INSPX098935,DF03,1,NA,TBD,0
117871,INSPX098936,DF03,1,NA,TBD,0
117872,INSPX098936,DF04,1,NA,TBD,0
117873,INSPX098937,DF04,2,NA,TBD,0
117874,INSPX098937,DF01,1,NA,TBD,0
117875,INSPX098938,DF02,1,NA,TBD,0
117876,INSPX098938,DF03,1,NA,TBD,0
117877,INSPX098939,DF03,2,NA,TBD,0
117878,INSPX098939,DF04,1,NA,TBD,0
117879,INSPX098940,DF04,3,NA,TBD,0
117880,INSPX098940,DF01,1,NA,TBD,0
117881,INSPX098941,DF02,2,NA,TBD,0
117882,INSPX098941,DF03,1,NA,TBD,0
117883,INSPX098942,DF03,3,NA,TBD,0
117884,INSPX098942,DF04,1,NA,TBD,0
117885,INSPX098943,DF04,4,NA,TBD,0
117886,INSPX098943,DF01,1,NA,TBD,0
117887,INSPX098944,DF02,3,NA,TBD,0
117888,INSPX098944,DF03,1,NA,TBD,0
117889,INSPX098945,DF03,4,NA,TBD,0
117890,INSPX098945,DF04,1,NA,TBD,0
117891,INSPX098946,DF04,5,NA,TBD,0
117892,INSPX098946,DF01,1,NA,TBD,0
117893,INSPX098947,DF03,4,NA,TBD,0
117894,INSPX098947,DF04,1,NA,TBD,0
117895,INSPX098948,DF04,5,NA,TBD,0
117896,INSPX098948,DF01,1,NA,TBD,0
117897,INSPX098949,DF01,6,NA,TBD,0
117898,INSPX098949,DF02,1,NA,TBD,0
117899,INSPX098950,DF03,5,NA,TBD,0
117900,INSPX098950,DF04,1,NA,TBD,0
117901,INSPX098951,DF04,6,NA,TBD,0
117902,INSPX098951,DF01,1,NA,TBD,0
117903,INSPX098952,DF01,1,NA,TBD,0
117904,INSPX098952,DF02,1,NA,TBD,0
117905,INSPX098953,DF03,6,NA,TBD,0
117906,INSPX098953,DF04,1,NA,TBD,0
117907,INSPX098954,DF04,1,NA,TBD,0
117908,INSPX098954,DF01,1,NA,TBD,0
117909,INSPX098955,DF01,2,NA,TBD,0
117910,INSPX098955,DF02,1,NA,TBD,0
117911,INSPX098956,DF03,1,NA,TBD,0
117912,INSPX098956,DF04,1,NA,TBD,0
117913,INSPX098957,DF04,2,NA,TBD,0
117914,INSPX098957,DF01,1,NA,TBD,0
117915,INSPX098958,DF01,3,NA,TBD,0
117916,INSPX098958,DF02,1,NA,TBD,0
117917,INSPX098959,DF03,2,NA,TBD,0
117918,INSPX098959,DF04,1,NA,TBD,0
117919,INSPX098960,DF04,3,NA,TBD,0
117920,INSPX098960,DF01,1,NA,TBD,0
117921,INSPX098961,DF01,4,NA,TBD,0
117922,INSPX098961,DF02,1,NA,TBD,0
117923,INSPX098962,DF03,3,NA,TBD,0
117924,INSPX098962,DF04,1,NA,TBD,0
117925,INSPX098963,DF04,4,NA,TBD,0
117926,INSPX098963,DF01,1,NA,TBD,0
117927,INSPX098964,DF01,5,NA,TBD,0
117928,INSPX098964,DF02,1,NA,TBD,0
117929,INSPX098965,DF03,4,NA,TBD,0
117930,INSPX098965,DF04,1,NA,TBD,0
117931,INSPX098966,DF04,5,NA,TBD,0
117932,INSPX098966,DF01,1,NA,TBD,0
117933,INSPX098967,DF01,6,NA,TBD,0
117934,INSPX098967,DF02,1,NA,TBD,0
117935,INSPX098968,DF03,5,NA,TBD,0
117936,INSPX098968,DF04,1,NA,TBD,0
117937,INSPX098969,DF04,6,NA,TBD,0
117938,INSPX098969,DF01,1,NA,TBD,0
117939,INSPX098970,DF01,1,NA,TBD,0
117940,INSPX098970,DF02,1,NA,TBD,0
117941,INSPX098971,DF03,6,NA,TBD,0
117942,INSPX098971,DF04,1,NA,TBD,0
117943,INSPX098972,DF04,1,NA,TBD,0
117944,INSPX098972,DF01,1,NA,TBD,0
117945,INSPX098973,DF01,2,NA,TBD,0
117946,INSPX098973,DF02,1,NA,TBD,0
117947,INSPX098974,DF03,1,NA,TBD,0
117948,INSPX098974,DF04,1,NA,TBD,0
117949,INSPX098975,DF04,2,NA,TBD,0
117950,INSPX098975,DF01,1,NA,TBD,0
117951,INSPX098976,DF01,3,NA,TBD,0
117952,INSPX098976,DF02,1,NA,TBD,0
117953,INSPX098977,DF03,2,NA,TBD,0
117954,INSPX098977,DF04,1,NA,TBD,0
117955,INSPX098978,DF04,3,NA,TBD,0
117956,INSPX098978,DF01,1,NA,TBD,0
117957,INSPX098979,DF01,4,NA,TBD,0
117958,INSPX098979,DF02,1,NA,TBD,0
117959,INSPX098980,DF03,3,NA,TBD,0
117960,INSPX098980,DF04,1,NA,TBD,0
117961,INSPX098981,DF04,4,NA,TBD,0
117962,INSPX098981,DF01,1,NA,TBD,0
117963,INSPX098982,DF01,5,NA,TBD,0
117964,INSPX098982,DF02,1,NA,TBD,0
117965,INSPX098983,DF03,4,NA,TBD,0
117966,INSPX098983,DF04,1,NA,TBD,0
117967,INSPX098984,DF04,5,NA,TBD,0
117968,INSPX098984,DF01,1,NA,TBD,0
117969,INSPX098985,DF01,6,NA,TBD,0
117970,INSPX098985,DF02,1,NA,TBD,0
117971,INSPX098986,DF03,5,NA,TBD,0
117972,INSPX098986,DF04,1,NA,TBD,0
117973,INSPX098987,DF04,6,NA,TBD,0
117974,INSPX098987,DF01,1,NA,TBD,0
117975,INSPX098988,DF01,1,NA,TBD,0
117976,INSPX098988,DF02,1,NA,TBD,0
117977,INSPX098989,DF03,6,NA,TBD,0
117978,INSPX098989,DF04,1,NA,TBD,0
