opr_id,work_order_id,opr_seq,work_center_cd,std_cycle_min,actual_cycle_min,setup_min,wait_min,opr_status_cd
46263,WOX018755,1,SMT,2.6,2.65,0.0,0.0,CMP
46264,WOX018755,2,ASM,3.4,3.47,0.0,0.0,CMP
46265,WOX018755,3,PACK,1.8,1.84,0.0,0.0,CMP
46266,WOX018756,1,SMT,2.6,2.7,0.0,0.0,CMP
46267,WOX018756,2,ASM,3.4,3.54,0.0,0.0,CMP
46268,WOX018756,3,PACK,1.8,1.87,0.0,0.0,CMP
46269,WOX018757,1,SMT,2.6,2.5,0.0,0.0,CMP
46270,WOX018757,2,ASM,3.4,3.26,0.0,0.0,CMP
46271,WOX018757,3,PACK,1.8,1.73,0.0,0.0,CMP
46272,WOX018758,1,SMT,2.6,2.7,0.0,0.0,CMP
46273,WOX018758,2,ASM,3.4,3.54,0.0,0.0,CMP
46274,WOX018758,3,PACK,1.8,1.87,0.0,0.0,CMP
46275,WOX018759,1,SMT,2.6,2.5,0.0,0.0,CMP
46276,WOX018759,2,ASM,3.4,3.26,0.0,0.0,CMP
46277,WOX018759,3,PACK,1.8,1.73,0.0,0.0,CMP
46278,WOX018760,1,SMT,2.6,2.55,0.0,0.0,CMP
46279,WOX018760,2,ASM,3.4,3.33,0.0,0.0,CMP
46280,WOX018760,3,PACK,1.8,1.76,0.0,0.0,CMP
46281,WOX018761,1,SMT,2.6,2.6,0.0,0.0,CMP
46282,WOX018761,2,ASM,3.4,3.4,0.0,0.0,CMP
46283,WOX018761,3,PACK,1.8,1.8,0.0,0.0,CMP
46284,WOX018762,1,SMT,2.6,2.65,0.0,0.0,CMP
46285,WOX018762,2,ASM,3.4,3.47,0.0,0.0,CMP
46286,WOX018762,3,PACK,1.8,1.84,0.0,0.0,CMP
46287,WOX018763,1,SMT,2.6,2.7,0.0,0.0,CMP
46288,WOX018763,2,ASM,3.4,3.54,0.0,0.0,CMP
46289,WOX018763,3,PACK,1.8,1.87,0.0,0.0,CMP
46290,WOX018764,1,SMT,2.6,2.65,0.0,0.0,CMP
46291,WOX018764,2,ASM,3.4,3.47,0.0,0.0,CMP
46292,WOX018764,3,PACK,1.8,1.84,0.0,0.0,CMP
46293,WOX018765,1,SMT,2.6,2.7,0.0,0.0,CMP
46294,WOX018765,2,ASM,3.4,3.54,0.0,0.0,CMP
46295,WOX018765,3,PACK,1.8,1.87,0.0,0.0,CMP
46296,WOX018766,1,SMT,2.6,2.5,0.0,0.0,CMP
46297,WOX018766,2,ASM,3.4,3.26,0.0,0.0,CMP
46298,WOX018766,3,PACK,1.8,1.73,0.0,0.0,CMP
46299,WOX018767,1,SMT,2.6,2.7,0.0,0.0,CMP
46300,WOX018767,2,ASM,3.4,3.54,0.0,0.0,CMP
46301,WOX018767,3,PACK,1.8,1.87,0.0,0.0,CMP
46302,WOX018768,1,SMT,2.6,2.5,0.0,0.0,CMP
46303,WOX018768,2,ASM,3.4,3.26,0.0,0.0,CMP
46304,WOX018768,3,PACK,1.8,1.73,0.0,0.0,CMP
46305,WOX018769,1,SMT,2.6,2.55,0.0,0.0,CMP
46306,WOX018769,2,ASM,3.4,3.33,0.0,0.0,CMP
46307,WOX018769,3,PACK,1.8,1.76,0.0,0.0,CMP
46308,WOX018770,1,SMT,2.6,2.5,0.0,0.0,CMP
46309,WOX018770,2,ASM,3.4,3.26,0.0,0.0,CMP
46310,WOX018770,3,PACK,1.8,1.73,0.0,0.0,CMP
46311,WOX018771,1,SMT,2.6,2.55,0.0,0.0,CMP
46312,WOX018771,2,ASM,3.4,3.33,0.0,0.0,CMP
46313,WOX018771,3,PACK,1.8,1.76,0.0,0.0,CMP
46314,WOX018772,1,SMT,2.6,2.6,0.0,0.0,CMP
46315,WOX018772,2,ASM,3.4,3.4,0.0,0.0,CMP
46316,WOX018772,3,PACK,1.8,1.8,0.0,0.0,CMP
46317,WOX018773,1,SMT,2.6,2.55,0.0,0.0,CMP
46318,WOX018773,2,ASM,3.4,3.33,0.0,0.0,CMP
46319,WOX018773,3,PACK,1.8,1.76,0.0,0.0,CMP
46320,WOX018774,1,SMT,2.6,2.6,0.0,0.0,CMP
46321,WOX018774,2,ASM,3.4,3.4,0.0,0.0,CMP
46322,WOX018774,3,PACK,1.8,1.8,0.0,0.0,CMP
46323,WOX018775,1,SMT,2.6,2.65,0.0,0.0,CMP
46324,WOX018775,2,ASM,3.4,3.47,0.0,0.0,CMP
46325,WOX018775,3,PACK,1.8,1.84,0.0,0.0,CMP
46326,WOX018776,1,SMT,2.6,2.6,0.0,0.0,CMP
46327,WOX018776,2,ASM,3.4,3.4,0.0,0.0,CMP
46328,WOX018776,3,PACK,1.8,1.8,0.0,0.0,CMP
46329,WOX018777,1,SMT,2.6,2.65,0.0,0.0,CMP
46330,WOX018777,2,ASM,3.4,3.47,0.0,0.0,CMP
46331,WOX018777,3,PACK,1.8,1.84,0.0,0.0,CMP
46332,WOX018778,1,SMT,2.6,2.7,0.0,0.0,CMP
46333,WOX018778,2,ASM,3.4,3.54,0.0,0.0,CMP
46334,WOX018778,3,PACK,1.8,1.87,0.0,0.0,CMP
46335,WOX018779,1,SMT,2.6,2.65,0.0,0.0,CMP
46336,WOX018779,2,ASM,3.4,3.47,0.0,0.0,CMP
46337,WOX018779,3,PACK,1.8,1.84,0.0,0.0,CMP
46338,WOX018780,1,SMT,2.6,2.7,0.0,0.0,CMP
46339,WOX018780,2,ASM,3.4,3.54,0.0,0.0,CMP
46340,WOX018780,3,PACK,1.8,1.87,0.0,0.0,CMP
46341,WOX018781,1,SMT,2.6,2.5,0.0,0.0,CMP
46342,WOX018781,2,ASM,3.4,3.26,0.0,0.0,CMP
46343,WOX018781,3,PACK,1.8,1.73,0.0,0.0,CMP
46344,WOX018782,1,SMT,2.6,2.7,0.0,0.0,CMP
46345,WOX018782,2,ASM,3.4,3.54,0.0,0.0,CMP
46346,WOX018782,3,PACK,1.8,1.87,0.0,0.0,CMP
46347,WOX018783,1,SMT,2.6,2.5,0.0,0.0,CMP
46348,WOX018783,2,ASM,3.4,3.26,0.0,0.0,CMP
46349,WOX018783,3,PACK,1.8,1.73,0.0,0.0,CMP
46350,WOX018784,1,SMT,2.6,2.55,0.0,0.0,CMP
46351,WOX018784,2,ASM,3.4,3.33,0.0,0.0,CMP
46352,WOX018784,3,PACK,1.8,1.76,0.0,0.0,CMP
46353,WOX018785,1,SMT,2.6,2.5,0.0,0.0,CMP
46354,WOX018785,2,ASM,3.4,3.26,0.0,0.0,CMP
46355,WOX018785,3,PACK,1.8,1.73,0.0,0.0,CMP
46356,WOX018786,1,SMT,2.6,2.55,0.0,0.0,CMP
46357,WOX018786,2,ASM,3.4,3.33,0.0,0.0,CMP
46358,WOX018786,3,PACK,1.8,1.76,0.0,0.0,CMP
46359,WOX018787,1,SMT,2.6,2.6,0.0,0.0,CMP
46360,WOX018787,2,ASM,3.4,3.4,0.0,0.0,CMP
46361,WOX018787,3,PACK,1.8,1.8,0.0,0.0,CMP
46362,WOX018788,1,SMT,2.6,2.55,0.0,0.0,CMP
46363,WOX018788,2,ASM,3.4,3.33,0.0,0.0,CMP
46364,WOX018788,3,PACK,1.8,1.76,0.0,0.0,CMP
46365,WOX018789,1,SMT,2.6,2.6,0.0,0.0,CMP
46366,WOX018789,2,ASM,3.4,3.4,0.0,0.0,CMP
46367,WOX018789,3,PACK,1.8,1.8,0.0,0.0,CMP
46368,WOX018790,1,SMT,2.6,2.65,0.0,0.0,CMP
46369,WOX018790,2,ASM,3.4,3.47,0.0,0.0,CMP
46370,WOX018790,3,PACK,1.8,1.84,0.0,0.0,CMP
46371,WOX018791,1,SMT,2.6,2.6,0.0,0.0,CMP
46372,WOX018791,2,ASM,3.4,3.4,0.0,0.0,CMP
46373,WOX018791,3,PACK,1.8,1.8,0.0,0.0,CMP
46374,WOX018792,1,SMT,2.6,2.65,0.0,0.0,CMP
46375,WOX018792,2,ASM,3.4,3.47,0.0,0.0,CMP
46376,WOX018792,3,PACK,1.8,1.84,0.0,0.0,CMP
46377,WOX018793,1,SMT,2.6,2.7,0.0,0.0,CMP
46378,WOX018793,2,ASM,3.4,3.54,0.0,0.0,CMP
46379,WOX018793,3,PACK,1.8,1.87,0.0,0.0,CMP
46380,WOX018794,1,SMT,2.6,2.65,0.0,0.0,CMP
46381,WOX018794,2,ASM,3.4,3.47,0.0,0.0,CMP
46382,WOX018794,3,PACK,1.8,1.84,0.0,0.0,CMP
46383,WOX018795,1,SMT,2.6,2.7,0.0,0.0,CMP
46384,WOX018795,2,ASM,3.4,3.54,0.0,0.0,CMP
46385,WOX018795,3,PACK,1.8,1.87,0.0,0.0,CMP
46386,WOX018796,1,SMT,2.6,2.5,0.0,0.0,CMP
46387,WOX018796,2,ASM,3.4,3.26,0.0,0.0,CMP
46388,WOX018796,3,PACK,1.8,1.73,0.0,0.0,CMP
46389,WOX018797,1,SMT,2.6,2.7,0.0,0.0,CMP
46390,WOX018797,2,ASM,3.4,3.54,0.0,0.0,CMP
46391,WOX018797,3,PACK,1.8,1.87,0.0,0.0,CMP
46392,WOX018798,1,SMT,2.6,2.5,0.0,0.0,CMP
46393,WOX018798,2,ASM,3.4,3.26,0.0,0.0,CMP
46394,WOX018798,3,PACK,1.8,1.73,0.0,0.0,CMP
46395,WOX018799,1,SMT,2.6,2.55,0.0,0.0,CMP
46396,WOX018799,2,ASM,3.4,3.33,0.0,0.0,CMP
46397,WOX018799,3,PACK,1.8,1.76,0.0,0.0,CMP
46398,WOX018800,1,SMT,2.6,2.5,0.0,0.0,CMP
46399,WOX018800,2,ASM,3.4,3.26,0.0,0.0,CMP
46400,WOX018800,3,PACK,1.8,1.73,0.0,0.0,CMP
46401,WOX018801,1,SMT,2.6,2.55,0.0,0.0,CMP
46402,WOX018801,2,ASM,3.4,3.33,0.0,0.0,CMP
46403,WOX018801,3,PACK,1.8,1.76,0.0,0.0,CMP
46404,WOX018802,1,SMT,2.6,2.6,0.0,0.0,CMP
46405,WOX018802,2,ASM,3.4,3.4,0.0,0.0,CMP
46406,WOX018802,3,PACK,1.8,1.8,0.0,0.0,CMP
46407,WOX018803,1,SMT,2.6,2.55,0.0,0.0,CMP
46408,WOX018803,2,ASM,3.4,3.33,0.0,0.0,CMP
46409,WOX018803,3,PACK,1.8,1.76,0.0,0.0,CMP
46410,WOX018804,1,SMT,2.6,2.6,0.0,0.0,CMP
46411,WOX018804,2,ASM,3.4,3.4,0.0,0.0,CMP
46412,WOX018804,3,PACK,1.8,1.8,0.0,0.0,CMP
46413,WOX018805,1,SMT,2.6,2.65,0.0,0.0,CMP
46414,WOX018805,2,ASM,3.4,3.47,0.0,0.0,CMP
46415,WOX018805,3,PACK,1.8,1.84,0.0,0.0,CMP
46416,WOX018806,1,SMT,2.6,2.6,0.0,0.0,CMP
46417,WOX018806,2,ASM,3.4,3.4,0.0,0.0,CMP
46418,WOX018806,3,PACK,1.8,1.8,0.0,0.0,CMP
46419,WOX018807,1,SMT,2.6,2.65,0.0,0.0,CMP
46420,WOX018807,2,ASM,3.4,3.47,0.0,0.0,CMP
46421,WOX018807,3,PACK,1.8,1.84,0.0,0.0,CMP
46422,WOX018808,1,SMT,2.6,2.7,0.0,0.0,CMP
46423,WOX018808,2,ASM,3.4,3.54,0.0,0.0,CMP
46424,WOX018808,3,PACK,1.8,1.87,0.0,0.0,CMP
46425,WOX018809,1,SMT,2.6,2.65,0.0,0.0,CMP
46426,WOX018809,2,ASM,3.4,3.47,0.0,0.0,CMP
46427,WOX018809,3,PACK,1.8,1.84,0.0,0.0,CMP
46428,WOX018810,1,SMT,2.6,2.7,0.0,0.0,CMP
46429,WOX018810,2,ASM,3.4,3.54,0.0,0.0,CMP
46430,WOX018810,3,PACK,1.8,1.87,0.0,0.0,CMP
46431,WOX018811,1,SMT,2.6,2.5,0.0,0.0,CMP
46432,WOX018811,2,ASM,3.4,3.26,0.0,0.0,CMP
46433,WOX018811,3,PACK,1.8,1.73,0.0,0.0,CMP
46434,WOX018812,1,SMT,2.6,2.7,0.0,0.0,CMP
46435,WOX018812,2,ASM,3.4,3.54,0.0,0.0,CMP
46436,WOX018812,3,PACK,1.8,1.87,0.0,0.0,CMP
46437,WOX018813,1,SMT,2.6,2.5,0.0,0.0,CMP
46438,WOX018813,2,ASM,3.4,3.26,0.0,0.0,CMP
46439,WOX018813,3,PACK,1.8,1.73,0.0,0.0,CMP
46440,WOX018814,1,SMT,2.6,2.55,0.0,0.0,CMP
46441,WOX018814,2,ASM,3.4,3.33,0.0,0.0,CMP
46442,WOX018814,3,PACK,1.8,1.76,0.0,0.0,CMP
46443,WOX018815,1,SMT,2.6,2.5,0.0,0.0,CMP
46444,WOX018815,2,ASM,3.4,3.26,0.0,0.0,CMP
46445,WOX018815,3,PACK,1.8,1.73,0.0,0.0,CMP
46446,WOX018816,1,SMT,2.6,2.55,0.0,0.0,CMP
46447,WOX018816,2,ASM,3.4,3.33,0.0,0.0,CMP
46448,WOX018816,3,PACK,1.8,1.76,0.0,0.0,CMP
46449,WOX018817,1,SMT,2.6,2.6,0.0,0.0,CMP
46450,WOX018817,2,ASM,3.4,3.4,0.0,0.0,CMP
46451,WOX018817,3,PACK,1.8,1.8,0.0,0.0,CMP
46452,WOX018818,1,SMT,2.6,2.55,0.0,0.0,CMP
46453,WOX018818,2,ASM,3.4,3.33,0.0,0.0,CMP
46454,WOX018818,3,PACK,1.8,1.76,0.0,0.0,CMP
46455,WOX018819,1,SMT,2.6,2.6,0.0,0.0,CMP
46456,WOX018819,2,ASM,3.4,3.4,0.0,0.0,CMP
46457,WOX018819,3,PACK,1.8,1.8,0.0,0.0,CMP
46458,WOX018820,1,SMT,2.6,2.65,0.0,0.0,CMP
46459,WOX018820,2,ASM,3.4,3.47,0.0,0.0,CMP
46460,WOX018820,3,PACK,1.8,1.84,0.0,0.0,CMP
46461,WOX018821,1,SMT,2.6,2.6,0.0,0.0,CMP
46462,WOX018821,2,ASM,3.4,3.4,0.0,0.0,CMP
46463,WOX018821,3,PACK,1.8,1.8,0.0,0.0,CMP
46464,WOX018822,1,SMT,2.6,2.65,0.0,0.0,CMP
46465,WOX018822,2,ASM,3.4,3.47,0.0,0.0,CMP
46466,WOX018822,3,PACK,1.8,1.84,0.0,0.0,CMP
46467,WOX018823,1,SMT,2.6,2.7,0.0,0.0,CMP
46468,WOX018823,2,ASM,3.4,3.54,0.0,0.0,CMP
46469,WOX018823,3,PACK,1.8,1.87,0.0,0.0,CMP
46470,WOX018824,1,SMT,2.6,2.65,0.0,0.0,CMP
46471,WOX018824,2,ASM,3.4,3.47,0.0,0.0,CMP
46472,WOX018824,3,PACK,1.8,1.84,0.0,0.0,CMP
46473,WOX018825,1,SMT,2.6,2.7,0.0,0.0,CMP
46474,WOX018825,2,ASM,3.4,3.54,0.0,0.0,CMP
46475,WOX018825,3,PACK,1.8,1.87,0.0,0.0,CMP
46476,WOX018826,1,SMT,2.6,2.5,0.0,0.0,CMP
46477,WOX018826,2,ASM,3.4,3.26,0.0,0.0,CMP
46478,WOX018826,3,PACK,1.8,1.73,0.0,0.0,CMP
46479,WOX018827,1,SMT,2.6,2.7,0.0,0.0,CMP
46480,WOX018827,2,ASM,3.4,3.54,0.0,0.0,CMP
46481,WOX018827,3,PACK,1.8,1.87,0.0,0.0,CMP
46482,WOX018828,1,SMT,2.6,2.5,0.0,0.0,CMP
46483,WOX018828,2,ASM,3.4,3.26,0.0,0.0,CMP
46484,WOX018828,3,PACK,1.8,1.73,0.0,0.0,CMP
46485,WOX018829,1,SMT,2.6,2.55,0.0,0.0,CMP
46486,WOX018829,2,ASM,3.4,3.33,0.0,0.0,CMP
46487,WOX018829,3,PACK,1.8,1.76,0.0,0.0,CMP
46488,WOX018830,1,SMT,2.6,2.5,0.0,0.0,CMP
46489,WOX018830,2,ASM,3.4,3.26,0.0,0.0,CMP
46490,WOX018830,3,PACK,1.8,1.73,0.0,0.0,CMP
46491,WOX018831,1,SMT,2.6,2.55,0.0,0.0,CMP
46492,WOX018831,2,ASM,3.4,3.33,0.0,0.0,CMP
46493,WOX018831,3,PACK,1.8,1.76,0.0,0.0,CMP
46494,WOX018832,1,SMT,2.6,2.6,0.0,0.0,CMP
46495,WOX018832,2,ASM,3.4,3.4,0.0,0.0,CMP
46496,WOX018832,3,PACK,1.8,1.8,0.0,0.0,CMP
46497,WOX018833,1,SMT,2.6,2.55,0.0,0.0,CMP
46498,WOX018833,2,ASM,3.4,3.33,0.0,0.0,CMP
46499,WOX018833,3,PACK,1.8,1.76,0.0,0.0,CMP
46500,WOX018834,1,SMT,2.6,2.6,0.0,0.0,CMP
46501,WOX018834,2,ASM,3.4,3.4,0.0,0.0,CMP
46502,WOX018834,3,PACK,1.8,1.8,0.0,0.0,CMP
46503,WOX018835,1,SMT,2.6,2.65,0.0,0.0,CMP
46504,WOX018835,2,ASM,3.4,3.47,0.0,0.0,CMP
46505,WOX018835,3,PACK,1.8,1.84,0.0,0.0,CMP
46506,WOX018836,1,SMT,2.6,2.6,0.0,0.0,CMP
46507,WOX018836,2,ASM,3.4,3.4,0.0,0.0,CMP
46508,WOX018836,3,PACK,1.8,1.8,0.0,0.0,CMP
46509,WOX018837,1,SMT,2.6,2.65,0.0,0.0,CMP
46510,WOX018837,2,ASM,3.4,3.47,0.0,0.0,CMP
46511,WOX018837,3,PACK,1.8,1.84,0.0,0.0,CMP
46512,WOX018838,1,SMT,2.6,2.7,0.0,0.0,CMP
46513,WOX018838,2,ASM,3.4,3.54,0.0,0.0,CMP
46514,WOX018838,3,PACK,1.8,1.87,0.0,0.0,CMP
46515,WOX018839,1,SMT,2.6,2.65,0.0,0.0,CMP
46516,WOX018839,2,ASM,3.4,3.47,0.0,0.0,CMP
46517,WOX018839,3,PACK,1.8,1.84,0.0,0.0,CMP
46518,WOX018840,1,SMT,2.6,2.7,0.0,0.0,CMP
46519,WOX018840,2,ASM,3.4,3.54,0.0,0.0,CMP
46520,WOX018840,3,PACK,1.8,1.87,0.0,0.0,CMP
46521,WOX018841,1,SMT,2.6,2.5,0.0,0.0,CMP
46522,WOX018841,2,ASM,3.4,3.26,0.0,0.0,CMP
46523,WOX018841,3,PACK,1.8,1.73,0.0,0.0,CMP
46524,WOX018842,1,SMT,2.6,2.7,0.0,0.0,CMP
46525,WOX018842,2,ASM,3.4,3.54,0.0,0.0,CMP
46526,WOX018842,3,PACK,1.8,1.87,0.0,0.0,CMP
46527,WOX018843,1,SMT,2.6,2.5,0.0,0.0,CMP
46528,WOX018843,2,ASM,3.4,3.26,0.0,0.0,CMP
46529,WOX018843,3,PACK,1.8,1.73,0.0,0.0,CMP
46530,WOX018844,1,SMT,2.6,2.55,0.0,0.0,CMP
46531,WOX018844,2,ASM,3.4,3.33,0.0,0.0,CMP
46532,WOX018844,3,PACK,1.8,1.76,0.0,0.0,CMP
46533,WOX018845,1,SMT,2.6,2.5,0.0,0.0,CMP
46534,WOX018845,2,ASM,3.4,3.26,0.0,0.0,CMP
46535,WOX018845,3,PACK,1.8,1.73,0.0,0.0,CMP
46536,WOX018846,1,SMT,2.6,2.55,0.0,0.0,CMP
46537,WOX018846,2,ASM,3.4,3.33,0.0,0.0,CMP
46538,WOX018846,3,PACK,1.8,1.76,0.0,0.0,CMP
46539,WOX018847,1,SMT,2.6,2.6,0.0,0.0,CMP
46540,WOX018847,2,ASM,3.4,3.4,0.0,0.0,CMP
46541,WOX018847,3,PACK,1.8,1.8,0.0,0.0,CMP
46542,WOX018848,1,SMT,2.6,2.55,0.0,0.0,CMP
46543,WOX018848,2,ASM,3.4,3.33,0.0,0.0,CMP
46544,WOX018848,3,PACK,1.8,1.76,0.0,0.0,CMP
46545,WOX018849,1,SMT,2.6,2.6,0.0,0.0,CMP
46546,WOX018849,2,ASM,3.4,3.4,0.0,0.0,CMP
46547,WOX018849,3,PACK,1.8,1.8,0.0,0.0,CMP
46548,WOX018850,1,SMT,2.6,2.65,0.0,0.0,CMP
46549,WOX018850,2,ASM,3.4,3.47,0.0,0.0,CMP
46550,WOX018850,3,PACK,1.8,1.84,0.0,0.0,CMP
46551,WOX018851,1,SMT,2.6,2.6,0.0,0.0,CMP
46552,WOX018851,2,ASM,3.4,3.4,0.0,0.0,CMP
46553,WOX018851,3,PACK,1.8,1.8,0.0,0.0,CMP
46554,WOX018852,1,SMT,2.6,2.65,0.0,0.0,CMP
46555,WOX018852,2,ASM,3.4,3.47,0.0,0.0,CMP
46556,WOX018852,3,PACK,1.8,1.84,0.0,0.0,CMP
46557,WOX018853,1,SMT,2.6,2.7,0.0,0.0,CMP
46558,WOX018853,2,ASM,3.4,3.54,0.0,0.0,CMP
46559,WOX018853,3,PACK,1.8,1.87,0.0,0.0,CMP
46560,WOX018854,1,SMT,2.6,2.65,0.0,0.0,CMP
46561,WOX018854,2,ASM,3.4,3.47,0.0,0.0,CMP
46562,WOX018854,3,PACK,1.8,1.84,0.0,0.0,CMP
46563,WOX018855,1,SMT,2.6,2.7,0.0,0.0,CMP
46564,WOX018855,2,ASM,3.4,3.54,0.0,0.0,CMP
46565,WOX018855,3,PACK,1.8,1.87,0.0,0.0,CMP
46566,WOX018856,1,SMT,2.6,2.5,0.0,0.0,CMP
46567,WOX018856,2,ASM,3.4,3.26,0.0,0.0,CMP
46568,WOX018856,3,PACK,1.8,1.73,0.0,0.0,CMP
46569,WOX018857,1,SMT,2.6,2.7,0.0,0.0,CMP
46570,WOX018857,2,ASM,3.4,3.54,0.0,0.0,CMP
46571,WOX018857,3,PACK,1.8,1.87,0.0,0.0,CMP
46572,WOX018858,1,SMT,2.6,2.5,0.0,0.0,CMP
46573,WOX018858,2,ASM,3.4,3.26,0.0,0.0,CMP
46574,WOX018858,3,PACK,1.8,1.73,0.0,0.0,CMP
46575,WOX018859,1,SMT,2.6,2.55,0.0,0.0,CMP
46576,WOX018859,2,ASM,3.4,3.33,0.0,0.0,CMP
46577,WOX018859,3,PACK,1.8,1.76,0.0,0.0,CMP
46578,WOX018860,1,SMT,2.6,2.5,0.0,0.0,CMP
46579,WOX018860,2,ASM,3.4,3.26,0.0,0.0,CMP
46580,WOX018860,3,PACK,1.8,1.73,0.0,0.0,CMP
46581,WOX018861,1,SMT,2.6,2.55,0.0,0.0,CMP
46582,WOX018861,2,ASM,3.4,3.33,0.0,0.0,CMP
46583,WOX018861,3,PACK,1.8,1.76,0.0,0.0,CMP
46584,WOX018862,1,SMT,2.6,2.6,0.0,0.0,CMP
46585,WOX018862,2,ASM,3.4,3.4,0.0,0.0,CMP
46586,WOX018862,3,PACK,1.8,1.8,0.0,0.0,CMP
46587,WOX018863,1,SMT,2.6,2.55,0.0,0.0,CMP
46588,WOX018863,2,ASM,3.4,3.33,0.0,0.0,CMP
46589,WOX018863,3,PACK,1.8,1.76,0.0,0.0,CMP
46590,WOX018864,1,SMT,2.6,2.6,0.0,0.0,CMP
46591,WOX018864,2,ASM,3.4,3.4,0.0,0.0,CMP
46592,WOX018864,3,PACK,1.8,1.8,0.0,0.0,CMP
46593,WOX018865,1,SMT,2.6,2.65,0.0,0.0,CMP
46594,WOX018865,2,ASM,3.4,3.47,0.0,0.0,CMP
46595,WOX018865,3,PACK,1.8,1.84,0.0,0.0,CMP
46596,WOX018866,1,SMT,2.6,2.6,0.0,0.0,CMP
46597,WOX018866,2,ASM,3.4,3.4,0.0,0.0,CMP
46598,WOX018866,3,PACK,1.8,1.8,0.0,0.0,CMP
46599,WOX018867,1,SMT,2.6,2.65,0.0,0.0,CMP
46600,WOX018867,2,ASM,3.4,3.47,0.0,0.0,CMP
46601,WOX018867,3,PACK,1.8,1.84,0.0,0.0,CMP
46602,WOX018868,1,SMT,2.6,2.7,0.0,0.0,CMP
46603,WOX018868,2,ASM,3.4,3.54,0.0,0.0,CMP
46604,WOX018868,3,PACK,1.8,1.87,0.0,0.0,CMP
46605,WOX018869,1,SMT,2.6,2.65,0.0,0.0,CMP
46606,WOX018869,2,ASM,3.4,3.47,0.0,0.0,CMP
46607,WOX018869,3,PACK,1.8,1.84,0.0,0.0,CMP
46608,WOX018870,1,SMT,2.6,2.7,0.0,0.0,CMP
46609,WOX018870,2,ASM,3.4,3.54,0.0,0.0,CMP
46610,WOX018870,3,PACK,1.8,1.87,0.0,0.0,CMP
46611,WOX018871,1,SMT,2.6,2.5,0.0,0.0,CMP
46612,WOX018871,2,ASM,3.4,3.26,0.0,0.0,CMP
46613,WOX018871,3,PACK,1.8,1.73,0.0,0.0,CMP
46614,WOX018872,1,SMT,2.6,2.7,0.0,0.0,CMP
46615,WOX018872,2,ASM,3.4,3.54,0.0,0.0,CMP
46616,WOX018872,3,PACK,1.8,1.87,0.0,0.0,CMP
46617,WOX018873,1,SMT,2.6,2.5,0.0,0.0,CMP
46618,WOX018873,2,ASM,3.4,3.26,0.0,0.0,CMP
46619,WOX018873,3,PACK,1.8,1.73,0.0,0.0,CMP
46620,WOX018874,1,SMT,2.6,2.55,0.0,0.0,CMP
46621,WOX018874,2,ASM,3.4,3.33,0.0,0.0,CMP
46622,WOX018874,3,PACK,1.8,1.76,0.0,0.0,CMP
46623,WOX018875,1,SMT,2.6,2.5,0.0,0.0,CMP
46624,WOX018875,2,ASM,3.4,3.26,0.0,0.0,CMP
46625,WOX018875,3,PACK,1.8,1.73,0.0,0.0,CMP
46626,WOX018876,1,SMT,2.6,2.55,0.0,0.0,CMP
46627,WOX018876,2,ASM,3.4,3.33,0.0,0.0,CMP
46628,WOX018876,3,PACK,1.8,1.76,0.0,0.0,CMP
46629,WOX018877,1,SMT,2.6,2.6,0.0,0.0,CMP
46630,WOX018877,2,ASM,3.4,3.4,0.0,0.0,CMP
46631,WOX018877,3,PACK,1.8,1.8,0.0,0.0,CMP
46632,WOX018878,1,SMT,2.6,2.55,0.0,0.0,CMP
46633,WOX018878,2,ASM,3.4,3.33,0.0,0.0,CMP
46634,WOX018878,3,PACK,1.8,1.76,0.0,0.0,CMP
46635,WOX018879,1,SMT,2.6,2.6,0.0,0.0,CMP
46636,WOX018879,2,ASM,3.4,3.4,0.0,0.0,CMP
46637,WOX018879,3,PACK,1.8,1.8,0.0,0.0,CMP
46638,WOX018880,1,SMT,2.6,2.65,0.0,0.0,CMP
46639,WOX018880,2,ASM,3.4,3.47,0.0,0.0,CMP
46640,WOX018880,3,PACK,1.8,1.84,0.0,0.0,CMP
46641,WOX018881,1,SMT,2.6,2.6,0.0,0.0,CMP
46642,WOX018881,2,ASM,3.4,3.4,0.0,0.0,CMP
46643,WOX018881,3,PACK,1.8,1.8,0.0,0.0,CMP
46644,WOX018882,1,SMT,2.6,2.65,0.0,0.0,CMP
46645,WOX018882,2,ASM,3.4,3.47,0.0,0.0,CMP
46646,WOX018882,3,PACK,1.8,1.84,0.0,0.0,CMP
46647,WOX018883,1,SMT,2.6,2.7,0.0,0.0,CMP
46648,WOX018883,2,ASM,3.4,3.54,0.0,0.0,CMP
46649,WOX018883,3,PACK,1.8,1.87,0.0,0.0,CMP
46650,WOX018884,1,SMT,2.6,2.65,0.0,0.0,CMP
46651,WOX018884,2,ASM,3.4,3.47,0.0,0.0,CMP
46652,WOX018884,3,PACK,1.8,1.84,0.0,0.0,CMP
46653,WOX018885,1,SMT,2.6,2.7,0.0,0.0,CMP
46654,WOX018885,2,ASM,3.4,3.54,0.0,0.0,CMP
46655,WOX018885,3,PACK,1.8,1.87,0.0,0.0,CMP
46656,WOX018886,1,SMT,2.6,2.5,0.0,0.0,CMP
46657,WOX018886,2,ASM,3.4,3.26,0.0,0.0,CMP
46658,WOX018886,3,PACK,1.8,1.73,0.0,0.0,CMP
46659,WOX018887,1,SMT,2.6,2.7,0.0,0.0,CMP
46660,WOX018887,2,ASM,3.4,3.54,0.0,0.0,CMP
