inspection_id,work_order_id,supplier_id,material_id,inspection_dt_key,inspected_qty,reject_qty,inspector_nm,inspection_type_cd,lot_no,sample_size_qty
INSPX097619,,SUP_005,MAT_FG_1004,20241118,165,6,QA_TEAM,IQC,LOT,0
INSPX097620,,SUP_006,MAT_FG_1004,20241118,170,7,QA_TEAM,IQC,LOT,0
INSPX097621,,SUP_004,MAT_FG_1004,20241119,160,6,QA_TEAM,IQC,LOT,0
INSPX097622,,SUP_005,MAT_FG_1004,20241119,165,7,QA_TEAM,IQC,LOT,0
INSPX097623,,SUP_006,MAT_FG_1004,20241119,170,2,QA_TEAM,IQC,LOT,0
INSPX097624,,SUP_004,MAT_FG_1004,20241120,160,7,QA_TEAM,IQC,LOT,0
INSPX097625,,SUP_005,MAT_FG_1004,20241120,165,2,QA_TEAM,IQC,LOT,0
INSPX097626,,SUP_006,MAT_FG_1004,20241120,170,3,QA_TEAM,IQC,LOT,0
INSPX097627,,SUP_004,MAT_FG_1004,20241121,160,2,QA_TEAM,IQC,LOT,0
INSPX097628,,SUP_005,MAT_FG_1004,20241121,165,3,QA_TEAM,IQC,LOT,0
INSPX097629,,SUP_006,MAT_FG_1004,20241121,170,4,QA_TEAM,IQC,LOT,0
INSPX097630,,SUP_004,MAT_FG_1004,20241122,160,3,QA_TEAM,IQC,LOT,0
INSPX097631,,SUP_005,MAT_FG_1004,20241122,165,4,QA_TEAM,IQC,LOT,0
INSPX097632,,SUP_006,MAT_FG_1004,20241122,170,5,QA_TEAM,IQC,LOT,0
INSPX097633,,SUP_004,MAT_FG_1004,20241123,160,4,QA_TEAM,IQC,LOT,0
INSPX097634,,SUP_005,MAT_FG_1004,20241123,165,5,QA_TEAM,IQC,LOT,0
INSPX097635,,SUP_006,MAT_FG_1004,20241123,170,6,QA_TEAM,IQC,LOT,0
INSPX097636,,SUP_004,MAT_FG_1004,20241124,160,5,QA_TEAM,IQC,LOT,0
INSPX097637,,SUP_005,MAT_FG_1004,20241124,165,6,QA_TEAM,IQC,LOT,0
INSPX097638,,SUP_006,MAT_FG_1004,20241124,170,7,QA_TEAM,IQC,LOT,0
INSPX097639,,SUP_004,MAT_FG_1004,20241125,160,6,QA_TEAM,IQC,LOT,0
INSPX097640,,SUP_005,MAT_FG_1004,20241125,165,7,QA_TEAM,IQC,LOT,0
INSPX097641,,SUP_006,MAT_FG_1004,20241125,170,2,QA_TEAM,IQC,LOT,0
INSPX097642,,SUP_004,MAT_FG_1004,20241126,160,7,QA_TEAM,IQC,LOT,0
INSPX097643,,SUP_005,MAT_FG_1004,20241126,165,2,QA_TEAM,IQC,LOT,0
INSPX097644,,SUP_006,MAT_FG_1004,20241126,170,3,QA_TEAM,IQC,LOT,0
INSPX097645,,SUP_004,MAT_FG_1004,20241127,160,2,QA_TEAM,IQC,LOT,0
INSPX097646,,SUP_005,MAT_FG_1004,20241127,165,3,QA_TEAM,IQC,LOT,0
INSPX097647,,SUP_006,MAT_FG_1004,20241127,170,4,QA_TEAM,IQC,LOT,0
INSPX097648,,SUP_004,MAT_FG_1004,20241128,160,3,QA_TEAM,IQC,LOT,0
INSPX097649,,SUP_005,MAT_FG_1004,20241128,165,4,QA_TEAM,IQC,LOT,0
INSPX097650,,SUP_006,MAT_FG_1004,20241128,170,5,QA_TEAM,IQC,LOT,0
INSPX097651,,SUP_004,MAT_FG_1004,20241129,160,4,QA_TEAM,IQC,LOT,0
INSPX097652,,SUP_005,MAT_FG_1004,20241129,165,5,QA_TEAM,IQC,LOT,0
INSPX097653,,SUP_006,MAT_FG_1004,20241129,170,6,QA_TEAM,IQC,LOT,0
INSPX097654,,SUP_004,MAT_FG_1004,20241130,160,5,QA_TEAM,IQC,LOT,0
INSPX097655,,SUP_005,MAT_FG_1004,20241130,165,6,QA_TEAM,IQC,LOT,0
INSPX097656,,SUP_006,MAT_FG_1004,20241130,170,7,QA_TEAM,IQC,LOT,0
INSPX097657,,SUP_005,MAT_FG_1005,20241101,100,7,QA_TEAM,IQC,LOT,0
INSPX097658,,SUP_006,MAT_FG_1005,20241101,105,2,QA_TEAM,IQC,LOT,0
INSPX097659,,SUP_001,MAT_FG_1005,20241101,110,3,QA_TEAM,IQC,LOT,0
INSPX097660,,SUP_005,MAT_FG_1005,20241102,100,2,QA_TEAM,IQC,LOT,0
INSPX097661,,SUP_006,MAT_FG_1005,20241102,105,3,QA_TEAM,IQC,LOT,0
INSPX097662,,SUP_001,MAT_FG_1005,20241102,110,4,QA_TEAM,IQC,LOT,0
INSPX097663,,SUP_005,MAT_FG_1005,20241103,100,3,QA_TEAM,IQC,LOT,0
INSPX097664,,SUP_006,MAT_FG_1005,20241103,105,4,QA_TEAM,IQC,LOT,0
INSPX097665,,SUP_001,MAT_FG_1005,20241103,110,5,QA_TEAM,IQC,LOT,0
INSPX097666,,SUP_005,MAT_FG_1005,20241104,100,4,QA_TEAM,IQC,LOT,0
INSPX097667,,SUP_006,MAT_FG_1005,20241104,105,5,QA_TEAM,IQC,LOT,0
INSPX097668,,SUP_001,MAT_FG_1005,20241104,110,6,QA_TEAM,IQC,LOT,0
INSPX097669,,SUP_005,MAT_FG_1005,20241105,100,5,QA_TEAM,IQC,LOT,0
INSPX097670,,SUP_006,MAT_FG_1005,20241105,105,6,QA_TEAM,IQC,LOT,0
INSPX097671,,SUP_001,MAT_FG_1005,20241105,110,7,QA_TEAM,IQC,LOT,0
INSPX097672,,SUP_005,MAT_FG_1005,20241106,100,6,QA_TEAM,IQC,LOT,0
INSPX097673,,SUP_006,MAT_FG_1005,20241106,105,7,QA_TEAM,IQC,LOT,0
INSPX097674,,SUP_001,MAT_FG_1005,20241106,110,2,QA_TEAM,IQC,LOT,0
INSPX097675,,SUP_005,MAT_FG_1005,20241107,100,7,QA_TEAM,IQC,LOT,0
INSPX097676,,SUP_006,MAT_FG_1005,20241107,105,2,QA_TEAM,IQC,LOT,0
INSPX097677,,SUP_001,MAT_FG_1005,20241107,110,3,QA_TEAM,IQC,LOT,0
INSPX097678,,SUP_005,MAT_FG_1005,20241108,100,2,QA_TEAM,IQC,LOT,0
INSPX097679,,SUP_006,MAT_FG_1005,20241108,105,3,QA_TEAM,IQC,LOT,0
INSPX097680,,SUP_001,MAT_FG_1005,20241108,110,4,QA_TEAM,IQC,LOT,0
INSPX097681,,SUP_005,MAT_FG_1005,20241109,100,3,QA_TEAM,IQC,LOT,0
INSPX097682,,SUP_006,MAT_FG_1005,20241109,105,4,QA_TEAM,IQC,LOT,0
INSPX097683,,SUP_001,MAT_FG_1005,20241109,110,5,QA_TEAM,IQC,LOT,0
INSPX097684,,SUP_005,MAT_FG_1005,20241110,100,4,QA_TEAM,IQC,LOT,0
INSPX097685,,SUP_006,MAT_FG_1005,20241110,105,5,QA_TEAM,IQC,LOT,0
INSPX097686,,SUP_001,MAT_FG_1005,20241110,110,6,QA_TEAM,IQC,LOT,0
INSPX097687,,SUP_005,MAT_FG_1005,20241111,100,5,QA_TEAM,IQC,LOT,0
INSPX097688,,SUP_006,MAT_FG_1005,20241111,105,6,QA_TEAM,IQC,LOT,0
INSPX097689,,SUP_001,MAT_FG_1005,20241111,110,7,QA_TEAM,IQC,LOT,0
INSPX097690,,SUP_005,MAT_FG_1005,20241112,100,6,QA_TEAM,IQC,LOT,0
INSPX097691,,SUP_006,MAT_FG_1005,20241112,105,7,QA_TEAM,IQC,LOT,0
INSPX097692,,SUP_001,MAT_FG_1005,20241112,110,2,QA_TEAM,IQC,LOT,0
INSPX097693,,SUP_005,MAT_FG_1005,20241113,100,7,QA_TEAM,IQC,LOT,0
INSPX097694,,SUP_006,MAT_FG_1005,20241113,105,2,QA_TEAM,IQC,LOT,0
INSPX097695,,SUP_001,MAT_FG_1005,20241113,110,3,QA_TEAM,IQC,LOT,0
INSPX097696,,SUP_005,MAT_FG_1005,20241114,100,2,QA_TEAM,IQC,LOT,0
INSPX097697,,SUP_006,MAT_FG_1005,20241114,105,3,QA_TEAM,IQC,LOT,0
INSPX097698,,SUP_001,MAT_FG_1005,20241114,110,4,QA_TEAM,IQC,LOT,0
INSPX097699,,SUP_005,MAT_FG_1005,20241115,100,3,QA_TEAM,IQC,LOT,0
INSPX097700,,SUP_006,MAT_FG_1005,20241115,105,4,QA_TEAM,IQC,LOT,0
INSPX097701,,SUP_001,MAT_FG_1005,20241115,110,5,QA_TEAM,IQC,LOT,0
INSPX097702,,SUP_005,MAT_FG_1005,20241116,100,4,QA_TEAM,IQC,LOT,0
INSPX097703,,SUP_006,MAT_FG_1005,20241116,105,5,QA_TEAM,IQC,LOT,0
INSPX097704,,SUP_001,MAT_FG_1005,20241116,110,6,QA_TEAM,IQC,LOT,0
INSPX097705,,SUP_005,MAT_FG_1005,20241117,100,5,QA_TEAM,IQC,LOT,0
INSPX097706,,SUP_006,MAT_FG_1005,20241117,105,6,QA_TEAM,IQC,LOT,0
INSPX097707,,SUP_001,MAT_FG_1005,20241117,110,7,QA_TEAM,IQC,LOT,0
INSPX097708,,SUP_005,MAT_FG_1005,20241118,100,6,QA_TEAM,IQC,LOT,0
INSPX097709,,SUP_006,MAT_FG_1005,20241118,105,7,QA_TEAM,IQC,LOT,0
INSPX097710,,SUP_001,MAT_FG_1005,20241118,110,2,QA_TEAM,IQC,LOT,0
INSPX097711,,SUP_005,MAT_FG_1005,20241119,100,7,QA_TEAM,IQC,LOT,0
INSPX097712,,SUP_006,MAT_FG_1005,20241119,105,2,QA_TEAM,IQC,LOT,0
INSPX097713,,SUP_001,MAT_FG_1005,20241119,110,3,QA_TEAM,IQC,LOT,0
INSPX097714,,SUP_005,MAT_FG_1005,20241120,100,2,QA_TEAM,IQC,LOT,0
INSPX097715,,SUP_006,MAT_FG_1005,20241120,105,3,QA_TEAM,IQC,LOT,0
INSPX097716,,SUP_001,MAT_FG_1005,20241120,110,4,QA_TEAM,IQC,LOT,0
INSPX097717,,SUP_005,MAT_FG_1005,20241121,100,3,QA_TEAM,IQC,LOT,0
INSPX097718,,SUP_006,MAT_FG_1005,20241121,105,4,QA_TEAM,IQC,LOT,0
INSPX097719,,SUP_001,MAT_FG_1005,20241121,110,5,QA_TEAM,IQC,LOT,0
INSPX097720,,SUP_005,MAT_FG_1005,20241122,100,4,QA_TEAM,IQC,LOT,0
INSPX097721,,SUP_006,MAT_FG_1005,20241122,105,5,QA_TEAM,IQC,LOT,0
INSPX097722,,SUP_001,MAT_FG_1005,20241122,110,6,QA_TEAM,IQC,LOT,0
INSPX097723,,SUP_005,MAT_FG_1005,20241123,100,5,QA_TEAM,IQC,LOT,0
INSPX097724,,SUP_006,MAT_FG_1005,20241123,105,6,QA_TEAM,IQC,LOT,0
INSPX097725,,SUP_001,MAT_FG_1005,20241123,110,7,QA_TEAM,IQC,LOT,0
INSPX097726,,SUP_005,MAT_FG_1005,20241124,100,6,QA_TEAM,IQC,LOT,0
INSPX097727,,SUP_006,MAT_FG_1005,20241124,105,7,QA_TEAM,IQC,LOT,0
INSPX097728,,SUP_001,MAT_FG_1005,20241124,110,2,QA_TEAM,IQC,LOT,0
INSPX097729,,SUP_005,MAT_FG_1005,20241125,100,7,QA_TEAM,IQC,LOT,0
INSPX097730,,SUP_006,MAT_FG_1005,20241125,105,2,QA_TEAM,IQC,LOT,0
INSPX097731,,SUP_001,MAT_FG_1005,20241125,110,3,QA_TEAM,IQC,LOT,0
INSPX097732,,SUP_005,MAT_FG_1005,20241126,100,2,QA_TEAM,IQC,LOT,0
INSPX097733,,SUP_006,MAT_FG_1005,20241126,105,3,QA_TEAM,IQC,LOT,0
INSPX097734,,SUP_001,MAT_FG_1005,20241126,110,4,QA_TEAM,IQC,LOT,0
INSPX097735,,SUP_005,MAT_FG_1005,20241127,100,3,QA_TEAM,IQC,LOT,0
INSPX097736,,SUP_006,MAT_FG_1005,20241127,105,4,QA_TEAM,IQC,LOT,0
INSPX097737,,SUP_001,MAT_FG_1005,20241127,110,5,QA_TEAM,IQC,LOT,0
INSPX097738,,SUP_005,MAT_FG_1005,20241128,100,4,QA_TEAM,IQC,LOT,0
INSPX097739,,SUP_006,MAT_FG_1005,20241128,105,5,QA_TEAM,IQC,LOT,0
INSPX097740,,SUP_001,MAT_FG_1005,20241128,110,6,QA_TEAM,IQC,LOT,0
INSPX097741,,SUP_005,MAT_FG_1005,20241129,100,5,QA_TEAM,IQC,LOT,0
INSPX097742,,SUP_006,MAT_FG_1005,20241129,105,6,QA_TEAM,IQC,LOT,0
INSPX097743,,SUP_001,MAT_FG_1005,20241129,110,7,QA_TEAM,IQC,LOT,0
INSPX097744,,SUP_005,MAT_FG_1005,20241130,100,6,QA_TEAM,IQC,LOT,0
INSPX097745,,SUP_006,MAT_FG_1005,20241130,105,7,QA_TEAM,IQC,LOT,0
INSPX097746,,SUP_001,MAT_FG_1005,20241130,110,2,QA_TEAM,IQC,LOT,0
INSPX097747,,SUP_006,MAT_FG_1006,20241101,120,2,QA_TEAM,IQC,LOT,0
INSPX097748,,SUP_001,MAT_FG_1006,20241101,125,3,QA_TEAM,IQC,LOT,0
INSPX097749,,SUP_002,MAT_FG_1006,20241101,130,4,QA_TEAM,IQC,LOT,0
INSPX097750,,SUP_006,MAT_FG_1006,20241102,120,3,QA_TEAM,IQC,LOT,0
INSPX097751,,SUP_001,MAT_FG_1006,20241102,125,4,QA_TEAM,IQC,LOT,0
INSPX097752,,SUP_002,MAT_FG_1006,20241102,130,5,QA_TEAM,IQC,LOT,0
INSPX097753,,SUP_006,MAT_FG_1006,20241103,120,4,QA_TEAM,IQC,LOT,0
INSPX097754,,SUP_001,MAT_FG_1006,20241103,125,5,QA_TEAM,IQC,LOT,0
INSPX097755,,SUP_002,MAT_FG_1006,20241103,130,6,QA_TEAM,IQC,LOT,0
INSPX097756,,SUP_006,MAT_FG_1006,20241104,120,5,QA_TEAM,IQC,LOT,0
INSPX097757,,SUP_001,MAT_FG_1006,20241104,125,6,QA_TEAM,IQC,LOT,0
INSPX097758,,SUP_002,MAT_FG_1006,20241104,130,7,QA_TEAM,IQC,LOT,0
INSPX097759,,SUP_006,MAT_FG_1006,20241105,120,6,QA_TEAM,IQC,LOT,0
INSPX097760,,SUP_001,MAT_FG_1006,20241105,125,7,QA_TEAM,IQC,LOT,0
INSPX097761,,SUP_002,MAT_FG_1006,20241105,130,2,QA_TEAM,IQC,LOT,0
INSPX097762,,SUP_006,MAT_FG_1006,20241106,120,7,QA_TEAM,IQC,LOT,0
INSPX097763,,SUP_001,MAT_FG_1006,20241106,125,2,QA_TEAM,IQC,LOT,0
INSPX097764,,SUP_002,MAT_FG_1006,20241106,130,3,QA_TEAM,IQC,LOT,0
INSPX097765,,SUP_006,MAT_FG_1006,20241107,120,2,QA_TEAM,IQC,LOT,0
INSPX097766,,SUP_001,MAT_FG_1006,20241107,125,3,QA_TEAM,IQC,LOT,0
INSPX097767,,SUP_002,MAT_FG_1006,20241107,130,4,QA_TEAM,IQC,LOT,0
INSPX097768,,SUP_006,MAT_FG_1006,20241108,120,3,QA_TEAM,IQC,LOT,0
INSPX097769,,SUP_001,MAT_FG_1006,20241108,125,4,QA_TEAM,IQC,LOT,0
INSPX097770,,SUP_002,MAT_FG_1006,20241108,130,5,QA_TEAM,IQC,LOT,0
INSPX097771,,SUP_006,MAT_FG_1006,20241109,120,4,QA_TEAM,IQC,LOT,0
INSPX097772,,SUP_001,MAT_FG_1006,20241109,125,5,QA_TEAM,IQC,LOT,0
INSPX097773,,SUP_002,MAT_FG_1006,20241109,130,6,QA_TEAM,IQC,LOT,0
INSPX097774,,SUP_006,MAT_FG_1006,20241110,120,5,QA_TEAM,IQC,LOT,0
INSPX097775,,SUP_001,MAT_FG_1006,20241110,125,6,QA_TEAM,IQC,LOT,0
INSPX097776,,SUP_002,MAT_FG_1006,20241110,130,7,QA_TEAM,IQC,LOT,0
INSPX097777,,SUP_006,MAT_FG_1006,20241111,120,6,QA_TEAM,IQC,LOT,0
INSPX097778,,SUP_001,MAT_FG_1006,20241111,125,7,QA_TEAM,IQC,LOT,0
INSPX097779,,SUP_002,MAT_FG_1006,20241111,130,2,QA_TEAM,IQC,LOT,0
INSPX097780,,SUP_006,MAT_FG_1006,20241112,120,7,QA_TEAM,IQC,LOT,0
INSPX097781,,SUP_001,MAT_FG_1006,20241112,125,2,QA_TEAM,IQC,LOT,0
INSPX097782,,SUP_002,MAT_FG_1006,20241112,130,3,QA_TEAM,IQC,LOT,0
INSPX097783,,SUP_006,MAT_FG_1006,20241113,120,2,QA_TEAM,IQC,LOT,0
INSPX097784,,SUP_001,MAT_FG_1006,20241113,125,3,QA_TEAM,IQC,LOT,0
INSPX097785,,SUP_002,MAT_FG_1006,20241113,130,4,QA_TEAM,IQC,LOT,0
INSPX097786,,SUP_006,MAT_FG_1006,20241114,120,3,QA_TEAM,IQC,LOT,0
INSPX097787,,SUP_001,MAT_FG_1006,20241114,125,4,QA_TEAM,IQC,LOT,0
INSPX097788,,SUP_002,MAT_FG_1006,20241114,130,5,QA_TEAM,IQC,LOT,0
INSPX097789,,SUP_006,MAT_FG_1006,20241115,120,4,QA_TEAM,IQC,LOT,0
INSPX097790,,SUP_001,MAT_FG_1006,20241115,125,5,QA_TEAM,IQC,LOT,0
INSPX097791,,SUP_002,MAT_FG_1006,20241115,130,6,QA_TEAM,IQC,LOT,0
INSPX097792,,SUP_006,MAT_FG_1006,20241116,120,5,QA_TEAM,IQC,LOT,0
INSPX097793,,SUP_001,MAT_FG_1006,20241116,125,6,QA_TEAM,IQC,LOT,0
INSPX097794,,SUP_002,MAT_FG_1006,20241116,130,7,QA_TEAM,IQC,LOT,0
INSPX097795,,SUP_006,MAT_FG_1006,20241117,120,6,QA_TEAM,IQC,LOT,0
INSPX097796,,SUP_001,MAT_FG_1006,20241117,125,7,QA_TEAM,IQC,LOT,0
INSPX097797,,SUP_002,MAT_FG_1006,20241117,130,2,QA_TEAM,IQC,LOT,0
INSPX097798,,SUP_006,MAT_FG_1006,20241118,120,7,QA_TEAM,IQC,LOT,0
INSPX097799,,SUP_001,MAT_FG_1006,20241118,125,2,QA_TEAM,IQC,LOT,0
INSPX097800,,SUP_002,MAT_FG_1006,20241118,130,3,QA_TEAM,IQC,LOT,0
INSPX097801,,SUP_006,MAT_FG_1006,20241119,120,2,QA_TEAM,IQC,LOT,0
INSPX097802,,SUP_001,MAT_FG_1006,20241119,125,3,QA_TEAM,IQC,LOT,0
INSPX097803,,SUP_002,MAT_FG_1006,20241119,130,4,QA_TEAM,IQC,LOT,0
INSPX097804,,SUP_006,MAT_FG_1006,20241120,120,3,QA_TEAM,IQC,LOT,0
INSPX097805,,SUP_001,MAT_FG_1006,20241120,125,4,QA_TEAM,IQC,LOT,0
INSPX097806,,SUP_002,MAT_FG_1006,20241120,130,5,QA_TEAM,IQC,LOT,0
INSPX097807,,SUP_006,MAT_FG_1006,20241121,120,4,QA_TEAM,IQC,LOT,0
INSPX097808,,SUP_001,MAT_FG_1006,20241121,125,5,QA_TEAM,IQC,LOT,0
INSPX097809,,SUP_002,MAT_FG_1006,20241121,130,6,QA_TEAM,IQC,LOT,0
INSPX097810,,SUP_006,MAT_FG_1006,20241122,120,5,QA_TEAM,IQC,LOT,0
INSPX097811,,SUP_001,MAT_FG_1006,20241122,125,6,QA_TEAM,IQC,LOT,0
INSPX097812,,SUP_002,MAT_FG_1006,20241122,130,7,QA_TEAM,IQC,LOT,0
INSPX097813,,SUP_006,MAT_FG_1006,20241123,120,6,QA_TEAM,IQC,LOT,0
INSPX097814,,SUP_001,MAT_FG_1006,20241123,125,7,QA_TEAM,IQC,LOT,0
INSPX097815,,SUP_002,MAT_FG_1006,20241123,130,2,QA_TEAM,IQC,LOT,0
INSPX097816,,SUP_006,MAT_FG_1006,20241124,120,7,QA_TEAM,IQC,LOT,0
INSPX097817,,SUP_001,MAT_FG_1006,20241124,125,2,QA_TEAM,IQC,LOT,0
INSPX097818,,SUP_002,MAT_FG_1006,20241124,130,3,QA_TEAM,IQC,LOT,0
INSPX097819,,SUP_006,MAT_FG_1006,20241125,120,2,QA_TEAM,IQC,LOT,0
INSPX097820,,SUP_001,MAT_FG_1006,20241125,125,3,QA_TEAM,IQC,LOT,0
INSPX097821,,SUP_002,MAT_FG_1006,20241125,130,4,QA_TEAM,IQC,LOT,0
INSPX097822,,SUP_006,MAT_FG_1006,20241126,120,3,QA_TEAM,IQC,LOT,0
INSPX097823,,SUP_001,MAT_FG_1006,20241126,125,4,QA_TEAM,IQC,LOT,0
INSPX097824,,SUP_002,MAT_FG_1006,20241126,130,5,QA_TEAM,IQC,LOT,0
INSPX097825,,SUP_006,MAT_FG_1006,20241127,120,4,QA_TEAM,IQC,LOT,0
INSPX097826,,SUP_001,MAT_FG_1006,20241127,125,5,QA_TEAM,IQC,LOT,0
INSPX097827,,SUP_002,MAT_FG_1006,20241127,130,6,QA_TEAM,IQC,LOT,0
INSPX097828,,SUP_006,MAT_FG_1006,20241128,120,5,QA_TEAM,IQC,LOT,0
INSPX097829,,SUP_001,MAT_FG_1006,20241128,125,6,QA_TEAM,IQC,LOT,0
INSPX097830,,SUP_002,MAT_FG_1006,20241128,130,7,QA_TEAM,IQC,LOT,0
INSPX097831,,SUP_006,MAT_FG_1006,20241129,120,6,QA_TEAM,IQC,LOT,0
INSPX097832,,SUP_001,MAT_FG_1006,20241129,125,7,QA_TEAM,IQC,LOT,0
INSPX097833,,SUP_002,MAT_FG_1006,20241129,130,2,QA_TEAM,IQC,LOT,0
INSPX097834,,SUP_006,MAT_FG_1006,20241130,120,7,QA_TEAM,IQC,LOT,0
INSPX097835,,SUP_001,MAT_FG_1006,20241130,125,2,QA_TEAM,IQC,LOT,0
INSPX097836,,SUP_002,MAT_FG_1006,20241130,130,3,QA_TEAM,IQC,LOT,0
INSPX097837,,SUP_001,MAT_FG_1001,20241101,140,3,QA_TEAM,IQC,LOT,0
INSPX097838,,SUP_002,MAT_FG_1001,20241101,145,4,QA_TEAM,IQC,LOT,0
INSPX097839,,SUP_003,MAT_FG_1001,20241101,150,5,QA_TEAM,IQC,LOT,0
INSPX097840,,SUP_001,MAT_FG_1001,20241102,140,4,QA_TEAM,IQC,LOT,0
INSPX097841,,SUP_002,MAT_FG_1001,20241102,145,5,QA_TEAM,IQC,LOT,0
INSPX097842,,SUP_003,MAT_FG_1001,20241102,150,6,QA_TEAM,IQC,LOT,0
INSPX097843,,SUP_001,MAT_FG_1001,20241103,140,5,QA_TEAM,IQC,LOT,0
INSPX097844,,SUP_002,MAT_FG_1001,20241103,145,6,QA_TEAM,IQC,LOT,0
INSPX097845,,SUP_003,MAT_FG_1001,20241103,150,7,QA_TEAM,IQC,LOT,0
INSPX097846,,SUP_001,MAT_FG_1001,20241104,140,6,QA_TEAM,IQC,LOT,0
INSPX097847,,SUP_002,MAT_FG_1001,20241104,145,7,QA_TEAM,IQC,LOT,0
INSPX097848,,SUP_003,MAT_FG_1001,20241104,150,2,QA_TEAM,IQC,LOT,0
INSPX097849,,SUP_001,MAT_FG_1001,20241105,140,7,QA_TEAM,IQC,LOT,0
INSPX097850,,SUP_002,MAT_FG_1001,20241105,145,2,QA_TEAM,IQC,LOT,0
INSPX097851,,SUP_003,MAT_FG_1001,20241105,150,3,QA_TEAM,IQC,LOT,0
INSPX097852,,SUP_001,MAT_FG_1001,20241106,140,2,QA_TEAM,IQC,LOT,0
INSPX097853,,SUP_002,MAT_FG_1001,20241106,145,3,QA_TEAM,IQC,LOT,0
INSPX097854,,SUP_003,MAT_FG_1001,20241106,150,4,QA_TEAM,IQC,LOT,0
INSPX097855,,SUP_001,MAT_FG_1001,20241107,140,3,QA_TEAM,IQC,LOT,0
INSPX097856,,SUP_002,MAT_FG_1001,20241107,145,4,QA_TEAM,IQC,LOT,0
INSPX097857,,SUP_003,MAT_FG_1001,20241107,150,5,QA_TEAM,IQC,LOT,0
INSPX097858,,SUP_001,MAT_FG_1001,20241108,140,4,QA_TEAM,IQC,LOT,0
INSPX097859,,SUP_002,MAT_FG_1001,20241108,145,5,QA_TEAM,IQC,LOT,0
INSPX097860,,SUP_003,MAT_FG_1001,20241108,150,6,QA_TEAM,IQC,LOT,0
INSPX097861,,SUP_001,MAT_FG_1001,20241109,140,5,QA_TEAM,IQC,LOT,0
INSPX097862,,SUP_002,MAT_FG_1001,20241109,145,6,QA_TEAM,IQC,LOT,0
INSPX097863,,SUP_003,MAT_FG_1001,20241109,150,7,QA_TEAM,IQC,LOT,0
INSPX097864,,SUP_001,MAT_FG_1001,20241110,140,6,QA_TEAM,IQC,LOT,0
INSPX097865,,SUP_002,MAT_FG_1001,20241110,145,7,QA_TEAM,IQC,LOT,0
INSPX097866,,SUP_003,MAT_FG_1001,20241110,150,2,QA_TEAM,IQC,LOT,0
INSPX097867,,SUP_001,MAT_FG_1001,20241111,140,7,QA_TEAM,IQC,LOT,0
INSPX097868,,SUP_002,MAT_FG_1001,20241111,145,2,QA_TEAM,IQC,LOT,0
INSPX097869,,SUP_003,MAT_FG_1001,20241111,150,3,QA_TEAM,IQC,LOT,0
INSPX097870,,SUP_001,MAT_FG_1001,20241112,140,2,QA_TEAM,IQC,LOT,0
INSPX097871,,SUP_002,MAT_FG_1001,20241112,145,3,QA_TEAM,IQC,LOT,0
INSPX097872,,SUP_003,MAT_FG_1001,20241112,150,4,QA_TEAM,IQC,LOT,0
INSPX097873,,SUP_001,MAT_FG_1001,20241113,140,3,QA_TEAM,IQC,LOT,0
INSPX097874,,SUP_002,MAT_FG_1001,20241113,145,4,QA_TEAM,IQC,LOT,0
INSPX097875,,SUP_003,MAT_FG_1001,20241113,150,5,QA_TEAM,IQC,LOT,0
INSPX097876,,SUP_001,MAT_FG_1001,20241114,140,4,QA_TEAM,IQC,LOT,0
INSPX097877,,SUP_002,MAT_FG_1001,20241114,145,5,QA_TEAM,IQC,LOT,0
INSPX097878,,SUP_003,MAT_FG_1001,20241114,150,6,QA_TEAM,IQC,LOT,0
INSPX097879,,SUP_001,MAT_FG_1001,20241115,140,5,QA_TEAM,IQC,LOT,0
INSPX097880,,SUP_002,MAT_FG_1001,20241115,145,6,QA_TEAM,IQC,LOT,0
INSPX097881,,SUP_003,MAT_FG_1001,20241115,150,7,QA_TEAM,IQC,LOT,0
INSPX097882,,SUP_001,MAT_FG_1001,20241116,140,6,QA_TEAM,IQC,LOT,0
INSPX097883,,SUP_002,MAT_FG_1001,20241116,145,7,QA_TEAM,IQC,LOT,0
INSPX097884,,SUP_003,MAT_FG_1001,20241116,150,2,QA_TEAM,IQC,LOT,0
INSPX097885,,SUP_001,MAT_FG_1001,20241117,140,7,QA_TEAM,IQC,LOT,0
INSPX097886,,SUP_002,MAT_FG_1001,20241117,145,2,QA_TEAM,IQC,LOT,0
INSPX097887,,SUP_003,MAT_FG_1001,20241117,150,3,QA_TEAM,IQC,LOT,0
INSPX097888,,SUP_001,MAT_FG_1001,20241118,140,2,QA_TEAM,IQC,LOT,0
INSPX097889,,SUP_002,MAT_FG_1001,20241118,145,3,QA_TEAM,IQC,LOT,0
INSPX097890,,SUP_003,MAT_FG_1001,20241118,150,4,QA_TEAM,IQC,LOT,0
INSPX097891,,SUP_001,MAT_FG_1001,20241119,140,3,QA_TEAM,IQC,LOT,0
INSPX097892,,SUP_002,MAT_FG_1001,20241119,145,4,QA_TEAM,IQC,LOT,0
INSPX097893,,SUP_003,MAT_FG_1001,20241119,150,5,QA_TEAM,IQC,LOT,0
INSPX097894,,SUP_001,MAT_FG_1001,20241120,140,4,QA_TEAM,IQC,LOT,0
INSPX097895,,SUP_002,MAT_FG_1001,20241120,145,5,QA_TEAM,IQC,LOT,0
INSPX097896,,SUP_003,MAT_FG_1001,20241120,150,6,QA_TEAM,IQC,LOT,0
