po_line_id,po_id,material_id,po_qty,recv_qty,unit_price_amt,tax_amt,discount_amt,line_eta_dt_key
POLX038798,POX024399,MAT_RM_2009,128,128,21.0,0.0,0.0,20250101
POLX038799,POX024400,MAT_RM_2009,119,119,20.0,0.0,0.0,20250101
POLX038800,POX024400,MAT_RM_2010,129,129,21.0,0.0,0.0,20250101
POLX038801,POX024401,MAT_RM_2010,80,80,20.0,0.0,0.0,20250101
POLX038802,POX024401,MAT_RM_2001,90,90,21.0,0.0,0.0,20250101
POLX038803,POX024402,MAT_RM_2001,81,81,20.0,0.0,0.0,20250101
POLX038804,POX024402,MAT_RM_2002,91,91,21.0,0.0,0.0,20250101
POLX038805,POX024403,MAT_RM_2002,82,82,20.0,0.0,0.0,20250101
POLX038806,POX024403,MAT_RM_2003,92,92,21.0,0.0,0.0,20250101
POLX038807,POX024404,MAT_RM_2003,83,83,20.0,0.0,0.0,20250101
POLX038808,POX024404,MAT_RM_2004,93,93,21.0,0.0,0.0,20250101
POLX038809,POX024405,MAT_RM_2004,84,84,20.0,0.0,0.0,20250101
POLX038810,POX024405,MAT_RM_2005,94,94,21.0,0.0,0.0,20250101
POLX038811,POX024406,MAT_RM_2005,85,84,20.0,0.0,0.0,20250101
POLX038812,POX024406,MAT_RM_2006,95,94,21.0,0.0,0.0,20250101
POLX038813,POX024407,MAT_RM_2006,86,86,20.0,0.0,0.0,20250101
POLX038814,POX024407,MAT_RM_2007,96,96,21.0,0.0,0.0,20250101
POLX038815,POX024408,MAT_RM_2007,87,87,20.0,0.0,0.0,20250101
POLX038816,POX024408,MAT_RM_2008,97,97,21.0,0.0,0.0,20250101
POLX038817,POX024409,MAT_RM_2008,88,88,20.0,0.0,0.0,20250101
POLX038818,POX024409,MAT_RM_2009,98,98,21.0,0.0,0.0,20250101
POLX038819,POX024410,MAT_RM_2009,89,89,20.0,0.0,0.0,20250101
POLX038820,POX024410,MAT_RM_2010,99,99,21.0,0.0,0.0,20250101
POLX038821,POX024411,MAT_RM_2001,80,79,22.0,0.0,0.0,20250101
POLX038822,POX024411,MAT_RM_2002,90,89,23.0,0.0,0.0,20250101
POLX038823,POX024412,MAT_RM_2002,81,81,22.0,0.0,0.0,20250101
POLX038824,POX024412,MAT_RM_2003,91,91,23.0,0.0,0.0,20250101
POLX038825,POX024413,MAT_RM_2003,82,82,22.0,0.0,0.0,20250101
POLX038826,POX024413,MAT_RM_2004,92,92,23.0,0.0,0.0,20250101
POLX038827,POX024414,MAT_RM_2004,83,83,22.0,0.0,0.0,20250101
POLX038828,POX024414,MAT_RM_2005,93,93,23.0,0.0,0.0,20250101
POLX038829,POX024415,MAT_RM_2005,84,84,22.0,0.0,0.0,20250101
POLX038830,POX024415,MAT_RM_2006,94,94,23.0,0.0,0.0,20250101
POLX038831,POX024416,MAT_RM_2006,85,85,22.0,0.0,0.0,20250101
POLX038832,POX024416,MAT_RM_2007,95,95,23.0,0.0,0.0,20250101
POLX038833,POX024417,MAT_RM_2007,86,86,22.0,0.0,0.0,20250101
POLX038834,POX024417,MAT_RM_2008,96,96,23.0,0.0,0.0,20250101
POLX038835,POX024418,MAT_RM_2008,87,87,22.0,0.0,0.0,20250101
POLX038836,POX024418,MAT_RM_2009,97,97,23.0,0.0,0.0,20250101
POLX038837,POX024419,MAT_RM_2009,88,88,22.0,0.0,0.0,20250101
POLX038838,POX024419,MAT_RM_2010,98,98,23.0,0.0,0.0,20250101
POLX038839,POX024420,MAT_RM_2010,89,89,22.0,0.0,0.0,20250101
POLX038840,POX024420,MAT_RM_2001,99,99,23.0,0.0,0.0,20250101
POLX038841,POX024421,MAT_RM_2001,90,90,22.0,0.0,0.0,20250101
POLX038842,POX024421,MAT_RM_2002,100,100,23.0,0.0,0.0,20250101
POLX038843,POX024422,MAT_RM_2002,91,91,22.0,0.0,0.0,20250101
POLX038844,POX024422,MAT_RM_2003,101,101,23.0,0.0,0.0,20250101
POLX038845,POX024423,MAT_RM_2003,92,92,22.0,0.0,0.0,20250101
POLX038846,POX024423,MAT_RM_2004,102,102,23.0,0.0,0.0,20250101
POLX038847,POX024424,MAT_RM_2004,93,93,22.0,0.0,0.0,20250101
POLX038848,POX024424,MAT_RM_2005,103,103,23.0,0.0,0.0,20250101
POLX038849,POX024425,MAT_RM_2005,94,94,22.0,0.0,0.0,20250101
POLX038850,POX024425,MAT_RM_2006,104,104,23.0,0.0,0.0,20250101
POLX038851,POX024426,MAT_RM_2006,95,95,22.0,0.0,0.0,20250101
POLX038852,POX024426,MAT_RM_2007,105,105,23.0,0.0,0.0,20250101
POLX038853,POX024427,MAT_RM_2007,96,96,22.0,0.0,0.0,20250101
POLX038854,POX024427,MAT_RM_2008,106,106,23.0,0.0,0.0,20250101
POLX038855,POX024428,MAT_RM_2008,97,96,22.0,0.0,0.0,20250101
POLX038856,POX024428,MAT_RM_2009,107,106,23.0,0.0,0.0,20250101
POLX038857,POX024429,MAT_RM_2009,98,98,22.0,0.0,0.0,20250101
POLX038858,POX024429,MAT_RM_2010,108,108,23.0,0.0,0.0,20250101
POLX038859,POX024430,MAT_RM_2010,99,99,22.0,0.0,0.0,20250101
POLX038860,POX024430,MAT_RM_2001,109,109,23.0,0.0,0.0,20250101
POLX038861,POX024431,MAT_RM_2001,100,100,22.0,0.0,0.0,20250101
POLX038862,POX024431,MAT_RM_2002,110,110,23.0,0.0,0.0,20250101
POLX038863,POX024432,MAT_RM_2002,101,101,22.0,0.0,0.0,20250101
POLX038864,POX024432,MAT_RM_2003,111,111,23.0,0.0,0.0,20250101
POLX038865,POX024433,MAT_RM_2003,102,102,22.0,0.0,0.0,20250101
POLX038866,POX024433,MAT_RM_2004,112,112,23.0,0.0,0.0,20250101
POLX038867,POX024434,MAT_RM_2004,103,103,22.0,0.0,0.0,20250101
POLX038868,POX024434,MAT_RM_2005,113,113,23.0,0.0,0.0,20250101
POLX038869,POX024435,MAT_RM_2005,104,104,22.0,0.0,0.0,20250101
POLX038870,POX024435,MAT_RM_2006,114,114,23.0,0.0,0.0,20250101
POLX038871,POX024436,MAT_RM_2006,105,105,22.0,0.0,0.0,20250101
POLX038872,POX024436,MAT_RM_2007,115,115,23.0,0.0,0.0,20250101
POLX038873,POX024437,MAT_RM_2007,106,106,22.0,0.0,0.0,20250101
POLX038874,POX024437,MAT_RM_2008,116,116,23.0,0.0,0.0,20250101
POLX038875,POX024438,MAT_RM_2008,107,107,22.0,0.0,0.0,20250101
POLX038876,POX024438,MAT_RM_2009,117,117,23.0,0.0,0.0,20250101
POLX038877,POX024439,MAT_RM_2009,108,108,22.0,0.0,0.0,20250101
POLX038878,POX024439,MAT_RM_2010,118,118,23.0,0.0,0.0,20250101
POLX038879,POX024440,MAT_RM_2010,109,109,22.0,0.0,0.0,20250101
POLX038880,POX024440,MAT_RM_2001,119,119,23.0,0.0,0.0,20250101
POLX038881,POX024441,MAT_RM_2001,110,110,22.0,0.0,0.0,20250101
POLX038882,POX024441,MAT_RM_2002,120,120,23.0,0.0,0.0,20250101
POLX038883,POX024442,MAT_RM_2002,111,111,22.0,0.0,0.0,20250101
POLX038884,POX024442,MAT_RM_2003,121,121,23.0,0.0,0.0,20250101
POLX038885,POX024443,MAT_RM_2003,112,112,22.0,0.0,0.0,20250101
POLX038886,POX024443,MAT_RM_2004,122,122,23.0,0.0,0.0,20250101
POLX038887,POX024444,MAT_RM_2004,113,113,22.0,0.0,0.0,20250101
POLX038888,POX024444,MAT_RM_2005,123,123,23.0,0.0,0.0,20250101
POLX038889,POX024445,MAT_RM_2005,114,113,22.0,0.0,0.0,20250101
POLX038890,POX024445,MAT_RM_2006,124,123,23.0,0.0,0.0,20250101
POLX038891,POX024446,MAT_RM_2006,115,115,22.0,0.0,0.0,20250101
POLX038892,POX024446,MAT_RM_2007,125,125,23.0,0.0,0.0,20250101
POLX038893,POX024447,MAT_RM_2007,116,116,22.0,0.0,0.0,20250101
POLX038894,POX024447,MAT_RM_2008,126,126,23.0,0.0,0.0,20250101
POLX038895,POX024448,MAT_RM_2008,117,117,22.0,0.0,0.0,20250101
POLX038896,POX024448,MAT_RM_2009,127,127,23.0,0.0,0.0,20250101
POLX038897,POX024449,MAT_RM_2009,118,118,22.0,0.0,0.0,20250101
POLX038898,POX024449,MAT_RM_2010,128,128,23.0,0.0,0.0,20250101
POLX038899,POX024450,MAT_RM_2010,119,119,22.0,0.0,0.0,20250101
POLX038900,POX024450,MAT_RM_2001,129,129,23.0,0.0,0.0,20250101
POLX038901,POX024451,MAT_RM_2001,80,80,22.0,0.0,0.0,20250101
POLX038902,POX024451,MAT_RM_2002,90,90,23.0,0.0,0.0,20250101
POLX038903,POX024452,MAT_RM_2002,81,81,22.0,0.0,0.0,20250101
POLX038904,POX024452,MAT_RM_2003,91,91,23.0,0.0,0.0,20250101
POLX038905,POX024453,MAT_RM_2003,82,82,22.0,0.0,0.0,20250101
POLX038906,POX024453,MAT_RM_2004,92,92,23.0,0.0,0.0,20250101
POLX038907,POX024454,MAT_RM_2004,83,83,22.0,0.0,0.0,20250101
POLX038908,POX024454,MAT_RM_2005,93,93,23.0,0.0,0.0,20250101
POLX038909,POX024455,MAT_RM_2005,84,84,22.0,0.0,0.0,20250101
POLX038910,POX024455,MAT_RM_2006,94,94,23.0,0.0,0.0,20250101
POLX038911,POX024456,MAT_RM_2006,85,85,22.0,0.0,0.0,20250101
POLX038912,POX024456,MAT_RM_2007,95,95,23.0,0.0,0.0,20250101
POLX038913,POX024457,MAT_RM_2007,86,86,22.0,0.0,0.0,20250101
POLX038914,POX024457,MAT_RM_2008,96,96,23.0,0.0,0.0,20250101
POLX038915,POX024458,MAT_RM_2008,87,87,22.0,0.0,0.0,20250101
POLX038916,POX024458,MAT_RM_2009,97,97,23.0,0.0,0.0,20250101
POLX038917,POX024459,MAT_RM_2009,88,88,22.0,0.0,0.0,20250101
POLX038918,POX024459,MAT_RM_2010,98,98,23.0,0.0,0.0,20250101
POLX038919,POX024460,MAT_RM_2010,89,89,22.0,0.0,0.0,20250101
POLX038920,POX024460,MAT_RM_2001,99,99,23.0,0.0,0.0,20250101
POLX038921,POX024461,MAT_RM_2001,90,90,22.0,0.0,0.0,20250101
POLX038922,POX024461,MAT_RM_2002,100,100,23.0,0.0,0.0,20250101
POLX038923,POX024462,MAT_RM_2002,91,90,22.0,0.0,0.0,20250101
POLX038924,POX024462,MAT_RM_2003,101,100,23.0,0.0,0.0,20250101
POLX038925,POX024463,MAT_RM_2003,92,92,22.0,0.0,0.0,20250101
POLX038926,POX024463,MAT_RM_2004,102,102,23.0,0.0,0.0,20250101
POLX038927,POX024464,MAT_RM_2004,93,93,22.0,0.0,0.0,20250101
POLX038928,POX024464,MAT_RM_2005,103,103,23.0,0.0,0.0,20250101
POLX038929,POX024465,MAT_RM_2005,94,94,22.0,0.0,0.0,20250101
POLX038930,POX024465,MAT_RM_2006,104,104,23.0,0.0,0.0,20250101
POLX038931,POX024466,MAT_RM_2006,95,95,22.0,0.0,0.0,20250101
POLX038932,POX024466,MAT_RM_2007,105,105,23.0,0.0,0.0,20250101
POLX038933,POX024467,MAT_RM_2007,96,96,22.0,0.0,0.0,20250101
POLX038934,POX024467,MAT_RM_2008,106,106,23.0,0.0,0.0,20250101
POLX038935,POX024468,MAT_RM_2008,97,97,22.0,0.0,0.0,20250101
POLX038936,POX024468,MAT_RM_2009,107,107,23.0,0.0,0.0,20250101
POLX038937,POX024469,MAT_RM_2009,98,98,22.0,0.0,0.0,20250101
POLX038938,POX024469,MAT_RM_2010,108,108,23.0,0.0,0.0,20250101
POLX038939,POX024470,MAT_RM_2010,99,99,22.0,0.0,0.0,20250101
POLX038940,POX024470,MAT_RM_2001,109,109,23.0,0.0,0.0,20250101
POLX038941,POX024471,MAT_RM_2001,100,100,22.0,0.0,0.0,20250101
POLX038942,POX024471,MAT_RM_2002,110,110,23.0,0.0,0.0,20250101
POLX038943,POX024472,MAT_RM_2002,101,101,22.0,0.0,0.0,20250101
POLX038944,POX024472,MAT_RM_2003,111,111,23.0,0.0,0.0,20250101
POLX038945,POX024473,MAT_RM_2003,102,102,22.0,0.0,0.0,20250101
POLX038946,POX024473,MAT_RM_2004,112,112,23.0,0.0,0.0,20250101
POLX038947,POX024474,MAT_RM_2004,103,103,22.0,0.0,0.0,20250101
POLX038948,POX024474,MAT_RM_2005,113,113,23.0,0.0,0.0,20250101
POLX038949,POX024475,MAT_RM_2005,104,104,22.0,0.0,0.0,20250101
POLX038950,POX024475,MAT_RM_2006,114,114,23.0,0.0,0.0,20250101
POLX038951,POX024476,MAT_RM_2006,105,105,22.0,0.0,0.0,20250101
POLX038952,POX024476,MAT_RM_2007,115,115,23.0,0.0,0.0,20250101
POLX038953,POX024477,MAT_RM_2007,106,106,22.0,0.0,0.0,20250101
POLX038954,POX024477,MAT_RM_2008,116,116,23.0,0.0,0.0,20250101
POLX038955,POX024478,MAT_RM_2008,107,107,22.0,0.0,0.0,20250101
POLX038956,POX024478,MAT_RM_2009,117,117,23.0,0.0,0.0,20250101
POLX038957,POX024479,MAT_RM_2009,108,107,22.0,0.0,0.0,20250101
POLX038958,POX024479,MAT_RM_2010,118,117,23.0,0.0,0.0,20250101
POLX038959,POX024480,MAT_RM_2010,109,109,22.0,0.0,0.0,20250101
POLX038960,POX024480,MAT_RM_2001,119,119,23.0,0.0,0.0,20250101
POLX038961,POX024481,MAT_RM_2001,110,110,22.0,0.0,0.0,20250101
POLX038962,POX024481,MAT_RM_2002,120,120,23.0,0.0,0.0,20250101
POLX038963,POX024482,MAT_RM_2002,111,111,22.0,0.0,0.0,20250101
POLX038964,POX024482,MAT_RM_2003,121,121,23.0,0.0,0.0,20250101
POLX038965,POX024483,MAT_RM_2003,112,112,22.0,0.0,0.0,20250101
POLX038966,POX024483,MAT_RM_2004,122,122,23.0,0.0,0.0,20250101
POLX038967,POX024484,MAT_RM_2004,113,113,22.0,0.0,0.0,20250101
POLX038968,POX024484,MAT_RM_2005,123,123,23.0,0.0,0.0,20250101
POLX038969,POX024485,MAT_RM_2005,114,114,22.0,0.0,0.0,20250101
POLX038970,POX024485,MAT_RM_2006,124,124,23.0,0.0,0.0,20250101
POLX038971,POX024486,MAT_RM_2006,115,115,22.0,0.0,0.0,20250101
POLX038972,POX024486,MAT_RM_2007,125,125,23.0,0.0,0.0,20250101
POLX038973,POX024487,MAT_RM_2007,116,116,22.0,0.0,0.0,20250101
POLX038974,POX024487,MAT_RM_2008,126,126,23.0,0.0,0.0,20250101
POLX038975,POX024488,MAT_RM_2008,117,117,22.0,0.0,0.0,20250101
POLX038976,POX024488,MAT_RM_2009,127,127,23.0,0.0,0.0,20250101
POLX038977,POX024489,MAT_RM_2009,118,118,22.0,0.0,0.0,20250101
POLX038978,POX024489,MAT_RM_2010,128,128,23.0,0.0,0.0,20250101
POLX038979,POX024490,MAT_RM_2010,119,119,22.0,0.0,0.0,20250101
POLX038980,POX024490,MAT_RM_2001,129,129,23.0,0.0,0.0,20250101
POLX038981,POX024491,MAT_RM_2001,80,80,22.0,0.0,0.0,20250101
POLX038982,POX024491,MAT_RM_2002,90,90,23.0,0.0,0.0,20250101
POLX038983,POX024492,MAT_RM_2002,81,81,22.0,0.0,0.0,20250101
POLX038984,POX024492,MAT_RM_2003,91,91,23.0,0.0,0.0,20250101
POLX038985,POX024493,MAT_RM_2003,82,82,22.0,0.0,0.0,20250101
POLX038986,POX024493,MAT_RM_2004,92,92,23.0,0.0,0.0,20250101
POLX038987,POX024494,MAT_RM_2004,83,83,22.0,0.0,0.0,20250101
POLX038988,POX024494,MAT_RM_2005,93,93,23.0,0.0,0.0,20250101
POLX038989,POX024495,MAT_RM_2005,84,84,22.0,0.0,0.0,20250101
POLX038990,POX024495,MAT_RM_2006,94,94,23.0,0.0,0.0,20250101
POLX038991,POX024496,MAT_RM_2006,85,84,22.0,0.0,0.0,20250101
POLX038992,POX024496,MAT_RM_2007,95,94,23.0,0.0,0.0,20250101
POLX038993,POX024497,MAT_RM_2007,86,86,22.0,0.0,0.0,20250101
POLX038994,POX024497,MAT_RM_2008,96,96,23.0,0.0,0.0,20250101
POLX038995,POX024498,MAT_RM_2008,87,87,22.0,0.0,0.0,20250101
POLX038996,POX024498,MAT_RM_2009,97,97,23.0,0.0,0.0,20250101
POLX038997,POX024499,MAT_RM_2009,88,88,22.0,0.0,0.0,20250101
POLX038998,POX024499,MAT_RM_2010,98,98,23.0,0.0,0.0,20250101
POLX038999,POX024500,MAT_RM_2010,89,89,22.0,0.0,0.0,20250101
POLX039000,POX024500,MAT_RM_2001,99,99,23.0,0.0,0.0,20250101
POLX039001,POX024501,MAT_RM_2002,80,79,24.0,0.0,0.0,20250101
POLX039002,POX024501,MAT_RM_2003,90,89,25.0,0.0,0.0,20250101
POLX039003,POX024502,MAT_RM_2003,81,81,24.0,0.0,0.0,20250101
POLX039004,POX024502,MAT_RM_2004,91,91,25.0,0.0,0.0,20250101
POLX039005,POX024503,MAT_RM_2004,82,82,24.0,0.0,0.0,20250101
POLX039006,POX024503,MAT_RM_2005,92,92,25.0,0.0,0.0,20250101
POLX039007,POX024504,MAT_RM_2005,83,83,24.0,0.0,0.0,20250101
POLX039008,POX024504,MAT_RM_2006,93,93,25.0,0.0,0.0,20250101
POLX039009,POX024505,MAT_RM_2006,84,84,24.0,0.0,0.0,20250101
POLX039010,POX024505,MAT_RM_2007,94,94,25.0,0.0,0.0,20250101
POLX039011,POX024506,MAT_RM_2007,85,85,24.0,0.0,0.0,20250101
POLX039012,POX024506,MAT_RM_2008,95,95,25.0,0.0,0.0,20250101
POLX039013,POX024507,MAT_RM_2008,86,86,24.0,0.0,0.0,20250101
POLX039014,POX024507,MAT_RM_2009,96,96,25.0,0.0,0.0,20250101
POLX039015,POX024508,MAT_RM_2009,87,87,24.0,0.0,0.0,20250101
POLX039016,POX024508,MAT_RM_2010,97,97,25.0,0.0,0.0,20250101
POLX039017,POX024509,MAT_RM_2010,88,88,24.0,0.0,0.0,20250101
POLX039018,POX024509,MAT_RM_2001,98,98,25.0,0.0,0.0,20250101
POLX039019,POX024510,MAT_RM_2001,89,89,24.0,0.0,0.0,20250101
POLX039020,POX024510,MAT_RM_2002,99,99,25.0,0.0,0.0,20250101
POLX039021,POX024511,MAT_RM_2002,90,90,24.0,0.0,0.0,20250101
POLX039022,POX024511,MAT_RM_2003,100,100,25.0,0.0,0.0,20250101
POLX039023,POX024512,MAT_RM_2003,91,91,24.0,0.0,0.0,20250101
POLX039024,POX024512,MAT_RM_2004,101,101,25.0,0.0,0.0,20250101
POLX039025,POX024513,MAT_RM_2004,92,92,24.0,0.0,0.0,20250101
POLX039026,POX024513,MAT_RM_2005,102,102,25.0,0.0,0.0,20250101
POLX039027,POX024514,MAT_RM_2005,93,93,24.0,0.0,0.0,20250101
POLX039028,POX024514,MAT_RM_2006,103,103,25.0,0.0,0.0,20250101
POLX039029,POX024515,MAT_RM_2006,94,94,24.0,0.0,0.0,20250101
POLX039030,POX024515,MAT_RM_2007,104,104,25.0,0.0,0.0,20250101
POLX039031,POX024516,MAT_RM_2007,95,95,24.0,0.0,0.0,20250101
POLX039032,POX024516,MAT_RM_2008,105,105,25.0,0.0,0.0,20250101
POLX039033,POX024517,MAT_RM_2008,96,96,24.0,0.0,0.0,20250101
POLX039034,POX024517,MAT_RM_2009,106,106,25.0,0.0,0.0,20250101
POLX039035,POX024518,MAT_RM_2009,97,96,24.0,0.0,0.0,20250101
POLX039036,POX024518,MAT_RM_2010,107,106,25.0,0.0,0.0,20250101
POLX039037,POX024519,MAT_RM_2010,98,98,24.0,0.0,0.0,20250101
POLX039038,POX024519,MAT_RM_2001,108,108,25.0,0.0,0.0,20250101
POLX039039,POX024520,MAT_RM_2001,99,99,24.0,0.0,0.0,20250101
POLX039040,POX024520,MAT_RM_2002,109,109,25.0,0.0,0.0,20250101
POLX039041,POX024521,MAT_RM_2002,100,100,24.0,0.0,0.0,20250101
POLX039042,POX024521,MAT_RM_2003,110,110,25.0,0.0,0.0,20250101
POLX039043,POX024522,MAT_RM_2003,101,101,24.0,0.0,0.0,20250101
POLX039044,POX024522,MAT_RM_2004,111,111,25.0,0.0,0.0,20250101
POLX039045,POX024523,MAT_RM_2004,102,102,24.0,0.0,0.0,20250101
POLX039046,POX024523,MAT_RM_2005,112,112,25.0,0.0,0.0,20250101
POLX039047,POX024524,MAT_RM_2005,103,103,24.0,0.0,0.0,20250101
POLX039048,POX024524,MAT_RM_2006,113,113,25.0,0.0,0.0,20250101
POLX039049,POX024525,MAT_RM_2006,104,104,24.0,0.0,0.0,20250101
POLX039050,POX024525,MAT_RM_2007,114,114,25.0,0.0,0.0,20250101
POLX039051,POX024526,MAT_RM_2007,105,105,24.0,0.0,0.0,20250101
POLX039052,POX024526,MAT_RM_2008,115,115,25.0,0.0,0.0,20250101
POLX039053,POX024527,MAT_RM_2008,106,106,24.0,0.0,0.0,20250101
POLX039054,POX024527,MAT_RM_2009,116,116,25.0,0.0,0.0,20250101
POLX039055,POX024528,MAT_RM_2009,107,107,24.0,0.0,0.0,20250101
POLX039056,POX024528,MAT_RM_2010,117,117,25.0,0.0,0.0,20250101
POLX039057,POX024529,MAT_RM_2010,108,108,24.0,0.0,0.0,20250101
POLX039058,POX024529,MAT_RM_2001,118,118,25.0,0.0,0.0,20250101
POLX039059,POX024530,MAT_RM_2001,109,109,24.0,0.0,0.0,20250101
POLX039060,POX024530,MAT_RM_2002,119,119,25.0,0.0,0.0,20250101
POLX039061,POX024531,MAT_RM_2002,110,110,24.0,0.0,0.0,20250101
POLX039062,POX024531,MAT_RM_2003,120,120,25.0,0.0,0.0,20250101
POLX039063,POX024532,MAT_RM_2003,111,111,24.0,0.0,0.0,20250101
POLX039064,POX024532,MAT_RM_2004,121,121,25.0,0.0,0.0,20250101
POLX039065,POX024533,MAT_RM_2004,112,112,24.0,0.0,0.0,20250101
POLX039066,POX024533,MAT_RM_2005,122,122,25.0,0.0,0.0,20250101
POLX039067,POX024534,MAT_RM_2005,113,113,24.0,0.0,0.0,20250101
POLX039068,POX024534,MAT_RM_2006,123,123,25.0,0.0,0.0,20250101
POLX039069,POX024535,MAT_RM_2006,114,113,24.0,0.0,0.0,20250101
POLX039070,POX024535,MAT_RM_2007,124,123,25.0,0.0,0.0,20250101
POLX039071,POX024536,MAT_RM_2007,115,115,24.0,0.0,0.0,20250101
POLX039072,POX024536,MAT_RM_2008,125,125,25.0,0.0,0.0,20250101
POLX039073,POX024537,MAT_RM_2008,116,116,24.0,0.0,0.0,20250101
POLX039074,POX024537,MAT_RM_2009,126,126,25.0,0.0,0.0,20250101
POLX039075,POX024538,MAT_RM_2009,117,117,24.0,0.0,0.0,20250101
POLX039076,POX024538,MAT_RM_2010,127,127,25.0,0.0,0.0,20250101
POLX039077,POX024539,MAT_RM_2010,118,118,24.0,0.0,0.0,20250101
POLX039078,POX024539,MAT_RM_2001,128,128,25.0,0.0,0.0,20250101
POLX039079,POX024540,MAT_RM_2001,119,119,24.0,0.0,0.0,20250101
POLX039080,POX024540,MAT_RM_2002,129,129,25.0,0.0,0.0,20250101
POLX039081,POX024541,MAT_RM_2002,80,80,24.0,0.0,0.0,20250101
POLX039082,POX024541,MAT_RM_2003,90,90,25.0,0.0,0.0,20250101
POLX039083,POX024542,MAT_RM_2003,81,81,24.0,0.0,0.0,20250101
POLX039084,POX024542,MAT_RM_2004,91,91,25.0,0.0,0.0,20250101
POLX039085,POX024543,MAT_RM_2004,82,82,24.0,0.0,0.0,20250101
POLX039086,POX024543,MAT_RM_2005,92,92,25.0,0.0,0.0,20250101
POLX039087,POX024544,MAT_RM_2005,83,83,24.0,0.0,0.0,20250101
POLX039088,POX024544,MAT_RM_2006,93,93,25.0,0.0,0.0,20250101
POLX039089,POX024545,MAT_RM_2006,84,84,24.0,0.0,0.0,20250101
POLX039090,POX024545,MAT_RM_2007,94,94,25.0,0.0,0.0,20250101
POLX039091,POX024546,MAT_RM_2007,85,85,24.0,0.0,0.0,20250101
POLX039092,POX024546,MAT_RM_2008,95,95,25.0,0.0,0.0,20250101
POLX039093,POX024547,MAT_RM_2008,86,86,24.0,0.0,0.0,20250101
POLX039094,POX024547,MAT_RM_2009,96,96,25.0,0.0,0.0,20250101
POLX039095,POX024548,MAT_RM_2009,87,87,24.0,0.0,0.0,20250101
POLX039096,POX024548,MAT_RM_2010,97,97,25.0,0.0,0.0,20250101
POLX039097,POX024549,MAT_RM_2010,88,88,24.0,0.0,0.0,20250101
POLX039098,POX024549,MAT_RM_2001,98,98,25.0,0.0,0.0,20250101
POLX039099,POX024550,MAT_RM_2001,89,89,24.0,0.0,0.0,20250101
POLX039100,POX024550,MAT_RM_2002,99,99,25.0,0.0,0.0,20250101
POLX039101,POX024551,MAT_RM_2002,90,90,24.0,0.0,0.0,20250101
POLX039102,POX024551,MAT_RM_2003,100,100,25.0,0.0,0.0,20250101
POLX039103,POX024552,MAT_RM_2003,91,90,24.0,0.0,0.0,20250101
POLX039104,POX024552,MAT_RM_2004,101,100,25.0,0.0,0.0,20250101
POLX039105,POX024553,MAT_RM_2004,92,92,24.0,0.0,0.0,20250101
POLX039106,POX024553,MAT_RM_2005,102,102,25.0,0.0,0.0,20250101
POLX039107,POX024554,MAT_RM_2005,93,93,24.0,0.0,0.0,20250101
POLX039108,POX024554,MAT_RM_2006,103,103,25.0,0.0,0.0,20250101
POLX039109,POX024555,MAT_RM_2006,94,94,24.0,0.0,0.0,20250101
POLX039110,POX024555,MAT_RM_2007,104,104,25.0,0.0,0.0,20250101
POLX039111,POX024556,MAT_RM_2007,95,95,24.0,0.0,0.0,20250101
POLX039112,POX024556,MAT_RM_2008,105,105,25.0,0.0,0.0,20250101
POLX039113,POX024557,MAT_RM_2008,96,96,24.0,0.0,0.0,20250101
POLX039114,POX024557,MAT_RM_2009,106,106,25.0,0.0,0.0,20250101
POLX039115,POX024558,MAT_RM_2009,97,97,24.0,0.0,0.0,20250101
POLX039116,POX024558,MAT_RM_2010,107,107,25.0,0.0,0.0,20250101
POLX039117,POX024559,MAT_RM_2010,98,98,24.0,0.0,0.0,20250101
POLX039118,POX024559,MAT_RM_2001,108,108,25.0,0.0,0.0,20250101
POLX039119,POX024560,MAT_RM_2001,99,99,24.0,0.0,0.0,20250101
POLX039120,POX024560,MAT_RM_2002,109,109,25.0,0.0,0.0,20250101
POLX039121,POX024561,MAT_RM_2002,100,100,24.0,0.0,0.0,20250101
POLX039122,POX024561,MAT_RM_2003,110,110,25.0,0.0,0.0,20250101
POLX039123,POX024562,MAT_RM_2003,101,101,24.0,0.0,0.0,20250101
POLX039124,POX024562,MAT_RM_2004,111,111,25.0,0.0,0.0,20250101
POLX039125,POX024563,MAT_RM_2004,102,102,24.0,0.0,0.0,20250101
POLX039126,POX024563,MAT_RM_2005,112,112,25.0,0.0,0.0,20250101
POLX039127,POX024564,MAT_RM_2005,103,103,24.0,0.0,0.0,20250101
POLX039128,POX024564,MAT_RM_2006,113,113,25.0,0.0,0.0,20250101
POLX039129,POX024565,MAT_RM_2006,104,104,24.0,0.0,0.0,20250101
POLX039130,POX024565,MAT_RM_2007,114,114,25.0,0.0,0.0,20250101
POLX039131,POX024566,MAT_RM_2007,105,105,24.0,0.0,0.0,20250101
POLX039132,POX024566,MAT_RM_2008,115,115,25.0,0.0,0.0,20250101
POLX039133,POX024567,MAT_RM_2008,106,106,24.0,0.0,0.0,20250101
POLX039134,POX024567,MAT_RM_2009,116,116,25.0,0.0,0.0,20250101
POLX039135,POX024568,MAT_RM_2009,107,107,24.0,0.0,0.0,20250101
POLX039136,POX024568,MAT_RM_2010,117,117,25.0,0.0,0.0,20250101
POLX039137,POX024569,MAT_RM_2010,108,107,24.0,0.0,0.0,20250101
